"post_id","author","content","time"
"3382470395","울산현대갓갓","lg화학 주가 난리 나겠네","2021.02.09 22:28"
"3382470395","어헝헝ㅠ","카더라 치고는 넘 디테일한데....엘지화학....","2021.02.09 22:29"
"3382470395","그려잉","볼트ev에서도 똑같이 lg문제였던지라","2021.02.09 22:37"
"3382470395","타미힐피거","ㄷㄷ LG화학 줍줍 찬스다","2021.02.09 22:48"
"3382470395","호에","타미힐피거 풀매수 가즈아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ","2021.02.09 23:07"
"3382470395","이세리나","이거 진짜면 회사 하나 망할수도 있겠는데?","2021.02.09 23:01"
"3382470395","마샤와곰","노트7때도 분리막이었는데","2021.02.09 23:05"
"3382470395","호에","마샤와곰 그때도 lg였음??","2021.02.09 23:07"
"3382470395","마샤와곰","호에 그땐 sds랑 atl이었던걸로..","2021.02.09 23:14"
"3382470395","리이브","배터리 다 바꿔줄라나","2021.02.09 23:40"
"3382470395","불멸의사주장","볼트가 몇대 나와서 애매 근데 가장많이 팔린 전기차중 하나인 조에는 화재 0건임 또","2021.02.10 01:58"
"3382470395","SDBB","차라리 진작에 배터리교체 하는게 나았을텐데... 소프트웨어업데이트만 해서 막으려다가 여기까지온거 같은 인상을 주네","2021.02.10 02:20"
"3382470395","halometh","SDBB 결국 그 충당금 비율 산정하는데 있어 과실 밝히는게 중요한 부분이라.. 어찌됐던 빨리 해결됐음 좋겠다 ㅅㅂ 내 불나","2021.02.10 03:02"
"3382470395","골로프킨","분리막이 원인일거란건 처음 화재 났을때부터 예견됐던거지.  이래서 전고체 배터리가 게임체인저 소리까지 듣는거고.","2021.02.10 06:28"
"3382470395","코나EV","흠..","2021.02.10 08:19"
"3382470395","펩빡이머리짝","현대가 당당하게 캐삭빵 하자고 한 이유가 있던 건가 ㅋㅋㅋ","2021.02.10 10:03"
"3382470395","halometh","ㅋㅋㅋ 주가 박아버리네","2021.02.10 11:13"
"3382470395","STONEdu","친 짱개 기업 헬쥐 나락 가즈아","2021.02.10 14:46"
"3352836263","타미힐피거","책임은 환불로 하시길","2021.01.27 12:23"
"3352836263","halometh","타미힐피거 차에 정 다떨어지고 목숨걸고 타게 하는데 걍 가져가라 하고싶음ㅋㅋ","2021.01.27 12:45"
"3352836263","어헝헝ㅠ","전기차 충전소에 코나 충전금지 붙으려나;;","2021.01.27 12:28"
"3352836263","halometh","어헝헝ㅠ 이미 우리 아파트는 지하주차장 입장금지였다궁~","2021.01.27 12:45"
"3352836263","어헝헝ㅠ","halometh 아...아앗....위추","2021.01.27 13:01"
"3352836263","불멸의사주장","현대차 재구매시 75프로수준으로 보장해준다던가","2021.01.27 12:28"
"3352836263","09.토레스","이거도 처음엔 아니라고 잡아떼고 수리비 받으려고 지랄하다가 언론에서 떠들고 유튜브에서 떠드니까 겨우ㅋ","2021.01.27 12:30"
"3352836263","신나섞는노인","한순간에 단종차 오너로 만들어놓고.. 젤 깔끔한건 차량대차나 환불","2021.01.27 12:50"
"3352836263","애플파이","그래서 어떻게 하겠다는건진 안나와있네. 이래서 아이오닉5는 믿을수가 있나","2021.01.27 13:03"
"3352836263","코나EV","아이오닉5 보상판매 숨참고 대기","2021.01.27 15:43"
"3352836263","검사장","단종시켰잖아; 책임ㅋㅋ","2021.01.27 17:40"
"3352836263","피버피치","존나 웃기네 단종 시키면 연구 개선 안되는 뻔한 사실인데 ㅋㅋ 그냥 빨리 70프로  보상 판매 해준다고 해라 저런말로 차일피일 미루다가 결국엔 흐지부지 끄 날득","2021.01.28 09:25"
"3351252150","갈매기와곰","화재 입니다","2021.01.26 17:40"
"3351252150","호에","현대주식 매수타이밍 잡아주네 ㄷㄷㄷ 가즈아ㅏㅏㅏㅏㅏㅏㅏ","2021.01.26 17:43"
"3351252150","득점왕린가드","화재...","2021.01.26 18:18"
"3351252150","폭슷퍼","아 좆대야","2021.01.26 19:35"
"3351252150","노먼","어차피 정부는 사람 뒤져나가도 흉기편이라 또 어물쩡 넘어갈듯","2021.01.26 19:40"
"3350515834","클롭다이스키","현차는 월봉보면 들어가기가 무서움;","2021.01.26 10:05"
