post_id,cmt_content,cmt_author,cmt_created_at
1206245,eqa인가요??,파랑i오닉i전남,2023-05-24 06:39:00
1206245,코나 같은데,지운l포터오닉5l무안,2023-05-24 06:40:00
1206245,엇 코나같네요 ㅜ,럽이다I코나EVI평택,2023-05-24 06:46:00
1206245,1천대 중 1대 꼴이네요 ㄷㄷㄷ 코나 화재 대구가 많네요 더운 지방이라 그런가요?,여행IM3L니로I경기,2023-05-24 07:31:00
1206245,대구가 전기차의 성지급이죠충전기도 많고…,수녕군IMYI서울,2023-05-24 08:09:00
1206245,"차량별 상태별 화재현황 궁금했었는데 감사합니다. 그런데, 이런 자료는 어디서 확인할 수 있는 건가요?",필소굿I볼트EVI강원,2023-05-24 10:56:00
1206245,이표는 현대차량만 나온건가요? 아님 실제로 현대차량만 화재가 있는건가요?,여솔lix3l인천,2023-05-25 13:24:00
1206245,테슬라 차량은 테슬라 전기차라고 할텐데 다른회사차 같네요. 화재는 참 안타깝네요,연후아빠I모Y i4I부산,2023-05-24 07:25:00
1206245,리콜 받아도 터질까요?,봉고3EV부산,2023-05-24 08:37:00
1206245,무슨 문제일까요? 불안해서 이건 정말 보상받아야 되요 정신적 보상ㅜㅜ,뿌니요미I코나I제천,2023-05-24 10:39:00
1206244,일단 코나 맞네요,구돌I코나I광주,2023-05-24 06:34:00
1206244,코나 맞아요,코난I대구,2023-05-24 07:41:00
1206244,일단 인명피해가 없어서 다행입니다,가즈아lev6l청주,2023-05-24 08:20:00
1206244,아이구 또 불이 ㅠㅠ,하영I아이오닉6I청주,2023-05-24 12:07:00
1205013,코나 화재 건은 아직도 ing 입니다. 다만 리콜 후에는 화재 소식이 많이 줄어든 것은 맞는 것 같아요.... 걱정 되시면 패스하시는게 맞구요... 스트레스 받으시면서 인수할 것 까지는 없다고 봅니다. 다만... 현 시점에서 코나EV는 가장 경제적으로 아주 훌륭한 차라고 생각합니다.,GiGa찬I아오5I서울,2023-05-22 14:06:00
1205013,배터리 문제도 있지만 에어컨 문제도 고질병 있습니다. 한번 고치는대 60이상 든다고 하더군요,산이울다I전주,2023-05-22 14:13:00
1205013,아이오닉5가 제한테 맞을거같아 바꿀려고 맘먹었는지 2년째...코나가 넘좋아서 아직...,시지l오닉 코나l대구,2023-05-22 20:29:00
1205013,혼자타긴 딱 좋네요. 3년 조금 더 탔는데 10만 찍었습니다.,미키빠덜ㅣ오5 l 부산,2023-05-22 21:31:00
1202032,일주일에 한번씩해요. 직장간 왕복거리 50km입니다. 무섭다는생각은.. 한번도 안했어요,강인I구오닉I경기,2023-05-17 22:40:00
1202032,단독이구요 eqe는 와이프가 출퇴근 2주에한번하구요 세컨코나는 하루에200-250k주행중이라 매일합니다,호랭이I eqe I충남,2023-05-17 22:44:00
1202032,일주일에 한번 회사밥이요,LercyIID4I서울,2023-05-17 22:51:00
1202032,매일 해요 ㅡㆍㅡ,은빛선영,2023-05-17 22:59:00
1202032,저는 출퇴근이 120킬로...3~4일에 한번씩 완충.. 하루 출퇴근하면 20%씩 받데리 소모됨,로즈파Iionic5I분당,2023-05-17 23:02:00
1202032,"일주일에 한두번??주6일 왕복74키로 탑니다~ 2,30퍼에서 90퍼루해요 오버차징아니면 화재날일 없다고 판단해서 90퍼루세팅합니다. 충전콘센트뽑고 주행시작하면 바로 89퍼 되더군요",오잉굿l아6l서울,2023-05-17 23:27:00
1202032,"저는 왕복 50km인데 월수금은 전기, 화목은 내연타고 있는데 금욜에 80%충전합니다.",전기홀릭Iix3I고양,2023-05-17 23:41:00
1202032,일주일에 2번정도 50% 밑으로 떨어지면 충전합니다.,스톤I아5니로I충북,2023-05-18 00:57:00
1202032,저도 완속은 매일해요.. 왕복으로 85킬로를 타다보니.. 급할때는 급속으로 90% 놓고 충전해요 매월 구독하면 50% 할인이라 그거 쓰고 있네요,토끼버드IC40l하남,2023-05-18 10:40:00
1200507,"ㅊㅋㅊㅋ~프리미럼했어요 17""휠 땜에~인스할려했는데 19""휠땜에~",뽀라돌이l경북,2023-05-15 21:45:00
1200507,혹시 외부색상 뭐 하셨나용? 저 아직 고민중이에요 ㅜ,매미맘22,2023-05-15 21:47:00
1200507,흰색에 베이지 시트 했어요,뽀라돌이l경북,2023-05-15 21:47:00
1200507,베이지 시트 너무 이쁘더라구요 ㅜㅜ 남편이 블랙 원해서..아잇,매미맘22,2023-05-15 21:48:00
1200507,패밀리 카예요 아님 마이 카?,뽀라돌이l경북,2023-05-15 21:49:00
1200507,아기 있는 첫차에요!! 남편 출퇴근은 지하철로 하고 제가 애기 문센 가는 용도의 차에요,매미맘22,2023-05-15 21:54:00
1200507,아마도 자녀가 커는 동안 지저리많이 할거 같아서 시트 더러움땜에 블랙원했을 거예요 저는 베이지가 이쁘고 커 보여서~ㅋㅋㅋ,뽀라돌이l경북,2023-05-15 21:54:00
1200507,아...블랙으로 시트 해야겠어요 ㅋㅋ,매미맘22,2023-05-15 21:56:00
1200507,저는 애들도 다 커서 선택했어요 인터넷 공부해보니깐 코나ev 여름엔 주행거리가 정속주행하면 500km 운행하고 겨울엔 300~350km 주행한다는데~ 배터리도 중국거여서 화재위험이 거의 없데요,뽀라돌이l경북,2023-05-15 22:03:00
1200507,저도 빨리 애가 독립했으면.... 그러면 전 엄청 튀는 색으로 지를거에요!!ㅋㅋㅋ,매미맘22,2023-05-15 22:04:00
1200507,시간 빨리가요 그리고 인생짧아요 남편하구 차박하구 잼나게 사세요^^,뽀라돌이l경북,2023-05-15 22:09:00
1200507,,매미맘22,2023-05-15 22:10:00
1200477,ev6 요,헌붕이Iev6I대전,2023-05-15 18:36:00
1200477,저도 전기차 끌려서 이것저것 보고 있는데 ICCU 결함이랑 연석 화재 위험 두 가지가 위험요소네요..ㅠㅠICCU 결함은 원인도 못찾은것 같고요.,소닉I경기,2023-05-15 18:39:00
1200477,타보니 전기차 매력있더라구요단점은 가격대비 비싸보이지 않는다는거?,거북l아이오닉6l시흥,2023-05-15 18:49:00
1200477,"저도, 차량 구매로 여기저기 알아보고 있는데, 현기차의 품질문제로 고민이 많습니다. 돈이 넉넉하면, 수입차로 가겠지만, 유지관리 편의성과 비용문제로 현기차를 사야하나, 하브는 엔진오일 증가 문제가 해결이 않될것 같고, 전기차는 ICCU 문제와 각종 결함 문제가 있고....내 돈 쓰면서 이렇게 힘들어야 하나...하는 생각이 듭니다.",경기ㅣ꽃사슴,2023-05-16 15:28:00
1199020,요즘은 볼트나 다른 차량에서 화재소식 들려옵니다;;,연금I페리오닉I경기,2023-05-13 01:10:00
1199020,기사가 안날뿐이겠죠.,바다l아이오닉5I경북,2023-05-13 05:19:00
1199020,총 댓수 대비 화재비율을 보면 전기차가 내연차보다 확연히 적습니다. 지나친 걱정보다는 본인의 필요에 따라 구입여부를 결정하시는게 현명할 것 같습니다,퀀텀리프I오닉5l서울,2023-05-13 06:26:00
1199020,요즘은 연석화재가 종종 나오죠,여행IM3L니로I경기,2023-05-13 07:50:00
1199020,화재는 언제 어디서나 예외 없이 모든 차종의 걱정이죠~~,대박사나이II4I청주,2023-05-13 15:28:00
1198742,내연기관 100불날때 플하9대 전기차1대 정도?,궁디통토마6j인천,2023-05-12 15:06:00
1198742,"리콜 결정된 코나EV가 100ppm 미만이었던 걸로 기억합니다.예전에 노트7도 50ppm 이하 수준이었고요.즉, 백만대 중 100대(만대 중 1대) 정도 발생한다면, 즉각 전량 회수해야할 정도로 아주 심각한 문제입니다.아직 코나EV 이후 전량 회수가 없는 걸 보면 그 정도 보단 낮은 수준이겠죠? (고객 과실 또는 낙하나 심각한 충돌 사고로 인한 문제는 제외됩니다.)",레파드I오닉5I대구,2023-05-12 17:10:00
1198742,https://www.mk.co.kr/news/business/10017997이런기사가 있네요..10만대당2.7대,여봉선I천안,2023-05-16 11:45:00
1198742,전기차가 화재가 나는 이유들은 어떤이유들이 있을까요?,블츠는땡기는걸좋아해,2023-05-17 15:17:00
1198742,"시거잭, usb 단자, usb 선풍기 충전기 블루투스 장비 이외 기타 전자장비 추가 부착블랙박스, 선작업 불량 화재, 보조배터리 폭팔 화재 전자담배 폭팔 이것도 되게 많습니다",제주 sm3ze 제주,2023-05-21 22:35:00
1198742,조심해야겠네요ㅠ,고등어I코나I경기,2023-06-16 17:58:00
1198742,코나문제만은아닌듯,매곡이,2024-07-25 08:05:00
1197978,둘다 에어컨 감속기 이슈에 코나는 화재와 긴급제동문제가,열정I경기,2023-05-11 12:35:00
1197978,니로까지인가요ㅜㅠ아이고...그나마 이슈없는 니로로가야하나..ㅠ,무안KE꿀꿀,2023-05-11 12:38:00
1197978,저 니로 탑니다. 아직 다른 문젠 없어요16만넘게 탔어요^^,여비l니로오닉l대구,2023-05-11 12:43:00
1197978,반갑습니다!ㅎㅎ 차 괜찮은가요?ㅎㅎ목돈 나가니 생각이 많아져요ㅎㅎ 겨울에 와이프 차 살때까지는 애기들 4살2살 카시트도 생각해야해서ㅠ,무안KE꿀꿀,2023-05-11 12:45:00
1197978,저는 무지만족하고 타고다닙니다. 4인가족 차박도하고 여행도 많이 다녔어요,여비l니로오닉l대구,2023-05-11 16:40:00
1197978,저도 구형 모델 중 둘중에 하나를 고르라고 하면 니로를 선택 할듯 합니다.,곰돌2ㅣ조에ㅣ서울,2023-05-11 12:51:00
1197978,감사합니다!ㅎㅎ니로로 기우네요,무안KE꿀꿀,2023-05-11 12:55:00
1197978,같은고민으로 볼트까지 3대놓고 고민하다가... 금액 볼트부터 올라가서 니로까지 가니 계속 올라가더라고요...EV6까지도...ㅋ 예산 딱 3천이하로 정하고 보다가 맘에드는게 없어서 다 포기하고 그랜저하브 중고로 사려다가... 지금 타는차 택부인데 띠빵서 보고 바로 가져왔네요...택부도 킬로수 적은건 매리트 있다고 봅니다.,아스님I니로I경기광주,2023-05-11 13:15:00
1197978,니로 한표입니다ㅋ 큰게좋더라구용,릴라l코나l용인,2023-05-11 14:00:00
1197973,안하셔도 20년 씁니다,때밀li4l고양,2023-05-11 12:11:00
