post_id,cmt_content,cmt_author,cmt_created_at
1525623,"넵, 타이칸이요.",디오니ㅣ모3ㅣ서울,2024-08-02 19:34:00
1525623,오오미,신신ll대전,2024-08-02 20:02:00
1525623,한국 배터리라고 안전한게 아니에요...,알바트로스l일산,2024-08-02 19:50:00
1525623,그쵸,신신ll대전,2024-08-02 20:02:00
1525623,엘지는 전기차 배터리서 퇴출 된 느낌 아닌가요?(코나ev) 아직까지는 sk가 그나마 안전한걸로 압니다. 아이오닉5 도 엘지 배터리 넣다가 sk로 교체되었고요,성준I서울,2024-08-02 20:15:00
1525623,배정받은 id4가 lg 712배터리로 알고있어서요,신신ll대전,2024-08-02 20:20:00
1525623,ncm622 이 불이 많이 났었네요.,성준I서울,2024-08-02 20:27:00
1525623,"22년까지 국내 고전압 배터리 화재건수 보면 총 35건중 25건이 엘지엔솔, 7건이 SK온 이었습니다..",적무화IiX3I경기,2024-08-02 21:14:00
1525623,중국꺼 분리막인가 제품 결함이라 불나서 그거 이제 납품 안 받고 있죠 원가 절감 한다고 하다가 엘지는 뭐 크게 대였죠,청주IEQBI청시,2024-08-02 23:17:00
1525616,아직 결과가 나온게 아니니 이렇게 비약할껀 아니라 생각합니다.,바람꽃ㅣeg80 l충주,2024-08-02 19:13:00
1525616,아.. 심각하네요..,삼공이I아6l원주,2024-08-02 19:15:00
1525616,전기차 화재 때마다 지하주차장이엇으면 큰일낫겟다 라는 가정이 많앗는데 실제로 일어나니까 실감이 안날 정도로 피해가 크네요..,고조파l모3l세종,2024-08-02 19:16:00
1525616,차 한대때문에 아파트 전주민대피하는거 첨봐요 주차장 전체 초토화되는것도 첨보고,구름이요I경기,2024-08-02 19:17:00
1525616,가상 시나리오긴한데 중국이 전기차 싸게 팔고 그걸 시한폭탄처럼 운용한다면....,화이트곤 부산,2024-08-02 19:21:00
1525616,자국에 젤 많이 깔렸을텐데요;;,쀏l아5넥쏘l경기,2024-08-02 19:27:00
1525616,폭탄말고 다 터지는게 중국산 입니다.여기 수많은 중뽕러들은 이제 그만 .,수IeGV70I경기,2024-08-02 19:26:00
1525616,유명유튜버들도 중뽕만드는데 큰역활한듯요,오지다ㅣ경기,2024-08-02 19:28:00
1525616,"현대차그룹에 쓰는 와이어링 하니스 중국에서 받아서 설치할건데 그거 전장계인데 그것도 터지겠네요.중국산 배터리 쓰는 신형 코나 니로 레이, 테슬라 3, y, 토레스도 곧 터지겠네요",쀏l아5넥쏘l경기,2024-08-02 19:32:00
1525616,이런 물타기는..,수IeGV70I경기,2024-08-02 19:31:00
1525616,중국산 아닌게 있나요 국내배터리사 전기차 배터리도 거의 다 중국산 소재로 만들어서 미국에서 보조금도 못받는데요..아시겠지만 미국에서 테슬라 모델3 y에 들어가는 LG엔솔 배터리는 중국산 광물 쓴다고 보조금 못받고 파나소닉 배터리는 보조금 받거든요,쀏l아5넥쏘l경기,2024-08-02 19:47:00
1525616,그건 2년 연기되었습니다 광물까지 걸고 넘어지는건 너무하다해서....,5N굿ㅣ경기,2024-08-02 20:02:00
1525616,중국산 볼보폴스타 전기차 화재0건.. 곧 연쇄폭발나겠네요,북극성 I 2 I 경기,2024-08-03 02:11:00
1525616,노답 차단,차단판독기I울산,2024-08-03 09:15:00
1525616,테슬라 Y타고 있는데 너무 무서워요,그레이스정차장,2024-08-02 19:32:00
1525616,rwd는 좀더 안전하지 않나요?,여섯개의달l니로l대구,2024-08-02 19:37:00
1525616,모델3 하이렌드는 롱레인지에 3원계로 들어가더군요 RWD는 LFP이고,5N굿ㅣ경기,2024-08-02 20:04:00
1525616,LFP는 이번 사건과 관련없습니다 열폭주는 삼원계와 관련이 있습니다 참고로 테슬라 기가상하이에서생산된 3와 Y의 롱과 퍼포는 LG 중국공장에서 만든 2170배터리를 사용합니다,하얀마음IMYRI강릉,2024-08-03 08:02:00
1525616,위의 결과이면 누가 벤츠 전기차 좋다고 했나요 도 있을수 있지요......아직 답이 나오지 않은 것 같습니다.,알바트로스l일산,2024-08-02 19:53:00
1525616,할말많은데 우리카페는 타차량 비방금지니 할말하않,순천사랑I닉5모Yl순천,2024-08-02 19:40:00
1525616,너무 무섭습니다😭,달콤상콤쌤,2024-08-02 19:43:00
1525616,너무 힘드시겠네요. 일단 동일차종 운행 중지 행정명령 내리고 벤츠에서 대차해줘야 된다고 생각되네요. 그리고 장기적으로 지하 충전시설 지상화 필수 인듯요. 전기차 차주입니다,의라llevxll남양주,2024-08-02 19:58:00
1525616,진짜 억울할거 같아요 아무이유없이 사고가 낫으니... ㅜㅜ,5N굿ㅣ경기,2024-08-02 20:03:00
1525616,이거 경찰과 관리사무소 삽질로 초동대처 못해서 일을 키운거에요..,제레I모델YI고양,2024-08-02 22:36:00
1525616,조선족들도 많고 하니 ㅎ스프링쿨러는 작동했나 모르겠어요,청주IEQBI청시,2024-08-02 23:18:00
1525616,중공 배터리 데이터 들고왔던 조선족들. 추천공감글 달아주던 중공전기차 사대주의자들 이야기도 들어보고 싶네요. 이게 벤츠 문제인지 중공배터리 문제인지. 5분만에 충전도 가능한 배터리 만들어서 무서워 해야한다고 하더니. 5분만에 아파트 1개 단지를 초토화 시킬 수 있어 무서워해야 했던 건가? : ),슬로우실버ㅣ오닉ㅣ충,2024-08-03 06:45:00
1525616,중국산 NCM은 정말 위험한 것 같습니다. 퇴출해야 한다고 생각합니다.근데 중국산 LG 난징 공장 배터리는 코나로 그 난리를 쳤는데 왜 아직 퇴출이 안된거죠?,초보와이I모델YI미국,2024-08-03 08:00:00
1525616,"중국배터리사는 삼원계 배터리 관련 기술이 K배터리 3사에 비해 아주 떨어지고 특허를 피해갈 방법이 만만치 않아, 에너지밀도가 낮고 전기차에 적합하지 않은 인산철배터리를 개발했죠.그런데 고급차 대명사라는 벤츠가 낮은 기술의 중국산 리튬이온 배터리 넣어서 이 화가 생긴 듯.중국 비하, 국뽕이 아니고 실제 그러지 않을까 싶어요.",방달이ㅣ니로ㅣ대전,2024-08-03 13:28:00
1525599,모델x 사건을 벌써 잊으신듯,힐스테이트,2024-08-02 18:59:00
1525599,모델X의 사고 조사결과를 모르시나보네요? 차주가 인지 못한 하부 충격에 의한 천공으로 시작된 걸로 결론났어요,림달I충북,2024-08-02 20:58:00
1525599,오히려 BMS와 배터리 열폭주 방지 시스템의 우수함이 드러난 사건인데 잘 모르시는듯,림달I충북,2024-08-02 21:01:00
1525599,역시 우수하네요,힐스테이트,2024-08-02 21:16:00
1525599,네 가던길 가시길..,림달I충북,2024-08-02 21:17:00
1525599,,힐스테이트,2024-08-02 21:18:00
1525599,코나때보면 됩니다,크리스l모SYEV9l경기,2024-08-02 18:59:00
1525599,지금 시점엔 중고차 감가 걱정할게 아니라 청라에서 연기 마신 피해자분들 걱정 해주는게 우선일듯 해요~,코카I9l경기,2024-08-02 18:59:00
1525599,코나는 이제 중국산 밧데리 안쓴다 하더라구요,자이풍경채12단지,2024-08-02 19:00:00
1525599,"이런 논리면 모델y, 모델 3 롱레인지 빼고 다 폭발하겠네요...",알바트로스l일산,2024-08-02 19:09:00
1525599,굳이 이런글을 쓰는 이유를 모르겠네요.,로아l EQE350 l 대구,2024-08-02 19:09:00
1525599,관종인가? 즐겁냐?,달려라타요l아5Nl서울,2024-08-02 19:11:00
1525599,불난 전기차 모두 문제에요. 화재 없는 자동차 회사 추천 부탁드려요 ~,거북IEQEI광주,2024-08-02 19:11:00
