post_id,cmt_content,cmt_author,cmt_created_at
1530891,아뇨,고고기I모yl대구,2024-08-07 08:27:00
1530891,코나 니로는 중국산,소멸은신I모델YI인천,2024-08-07 08:28:00
1530891,코나나 니로같은 소형차에는 CATL 배터리 씁니다~,마르코lEV3l서울,2024-08-07 08:28:00
1530891,"일부는 인도네시아 HLI그린파워라는 배터리를 씁니다. LG와 현대가 합작 투자한 인도네시아 현지 회사라고 합니다. 댓글들을 통해 배우기로는 LG기술을 많이 전수 해줬다고 하는데, 사실확인은 못해봤습니다. http://www.1conomynews.co.kr/news/articleView.html?idxno=30023이 배터리는 NCMA 기술이 들어간 최신 배터리입니다. 좋은 배터리 같습니다.",초보와이I모델YI미국,2024-08-07 08:35:00
1530891,"니로,코나는 초창기 모델은 국내산 이후 모델은 중국산. 레이는 catl lfp. 아이오닉, gv시리즈, ev6,9은 sk온. ev3, 캐스퍼는 인도네시아산 lg엔솔로 알고 있습니다.",에버그린I대구,2024-08-07 08:41:00
1530891,"코나는 1세대때 LG 베터리 쓰던 모델들 화재사고 나서 CATL로 변경했고, 그 뒤로는 문제가 없었죠.",이군IEV3I시흥,2024-08-07 09:17:00
1530886,뉴스에서 이런걸 다뤄줘야 할텐데요 불나고 안꺼진다는 것만 보도하니 난감,고고기I모yl대구,2024-08-07 08:25:00
1530886,벤츠 전기차 전차종 중 두대 불탔습니다. 그 중 미국 화재는 배터리가 원인도 아닙니다.화재 건수로 보면 이런 게시물 적으시면 안됩니다.,무사lEQS53l서울,2024-08-07 08:25:00
1530886,이건 모든 전기차에서 발생할수있는 문제긴하죠,송파lActiveRide,2024-08-07 08:27:00
1530886,무지몽매해서 그렇습니다 이해해줘야죠,힐스leqel대전,2024-08-07 08:28:00
1530886,제목 수정했습니다,나초I서울,2024-08-07 08:28:00
1530886,내연차의 핵심은 엔진 기술이고 전기차는 배터리라 생각합니다. 차값의 40%나 차지한다고 알고 있는데 차량출고시 배터리 제조사와 재원 등 반드시 표기해야 합니다.,에버그린I대구,2024-08-07 08:33:00
1530886,국내 현기차도 화재 이력 꽤 됩니다.,슈가맨l모3Yl경기,2024-08-07 09:15:00
1530886,멀리갈거없이 코나 1세대때 lg배터리 쓰고 화재 계속나서 catl 로 변경했고 그 뒤론 문제가 없었죠.중국배터리 아니면 문제없다고 넘길일은 아닙니다.,이군IEV3I시흥,2024-08-07 09:19:00
1530857,현기를 믿으시나요? 코나 불나때.대응한거 보시면. .,크리스l모SYEV9l경기,2024-08-07 07:35:00
1530857,요즘 언론사에서 떠드는거 보면 그들이 알하는 전문가가 과연 전문적인가 하는 생각 입니다 제가 아는한말진짜 전문가들은 그런식으로 단정적으로 말하지 않습니다 그들이 말하는것처럼 원인이 명확하다면 해결책이 벌써 나왔겠지요 화재원인은 배터리의 문제일수도 BMS 의 문제일수도 충전기의 문제일수도 있습니다,날개I아이오닉5I경기,2024-08-07 07:39:00
1530857,가전제품 코드 꽂아두면 전기흐르듯이 비슷한가...,기어I봉고I경남,2024-08-07 07:41:00
1530857,"몇몇분들 보니 기아커넥트에 100% 뜨고 충전완료 알림도 왔는데 결제문자 안오고 충전기 어플에서 계속 충전중 뜨고 기아커넥트에서도 주행거리가 조금씩 늘어나는 경우가 있다고 합니다. 즉, 100% 상태인데 계속 충전이 이루어지는 경우가 있는거 같습니다.",어려워요IEV6I전북,2024-08-07 07:45:00
1530857,기억을 더듬어 보면 코나에 파워큐브로 충전할때도 다 끝났는데 파워큐브에서 미세하게 전류가 흐르는 것 처럼 보이긴 했습니다.근데 워낙 미세한 수준이긴 했구요...그땐 파워큐브 문제 같긴 했어요...,시기상조I넥쏘i3I서울,2024-08-07 07:48:00
1530857,"BMS의 개별 배터리셀 열화도 맵핑이 부정확하여,열화된 셀의 용량이 넘는 충전을 BMS가 허용해버려도 화재가 발생하기도 합니다.",타이드I서울,2024-08-07 07:55:00
1530857,기아 커넥티드에는 배터리온도 표시같은거 따로 없나요?,앙롱I청주,2024-08-07 08:12:00
