"post_id","cmt_author","cmt_content","cmt_created_at"
"7315026765","쿼티","중국은 무슨 정책 이후로 자국내 차량 판매할때 LFP 쓸 수 밖에 없다고 하던데NCM으로는 조건 맞추기가 너무 어렵다던가?","2024.08.02 10:55"
"7315026765","안전운전제타","뭐냐 시발....ㅡㅡ 대전차 지뢰 밟은거 아니냐","2024.08.02 10:55"
"7315026765","울산정수","베터리가 터지는 영상은 처음 봤는데 폭탄테러 수준인데요 ㄷㄷ","2024.08.02 10:55"
"7315026765","그돈씨일렉트릭","LFP의 단점 = 밀도가 낮음. 배터리 업체에서 밀도 높은 LFP를 개발함밀도 높은 LFP 안전성 = NCM 동급그게 그거임","2024.08.02 10:56"
"7315026765","삼성SDI","그돈씨일렉트릭 NCM 동급까지 갈 개발속도면 NCM은 화성감","2024.08.03 14:08"
"7315026765","Jeppi","전기차에 별 관심이 없어서 마지막엔 뭘로 갈지는 모르겠지만다른 제품군들도 결국 가성비가 안나오거나 성능이 나쁜데도 불구하고 시장 주류가 되는 제품들이 있으니까요 ㄷㄷ","2024.08.02 11:03"
"7315026765","빅텐트신당","드립인줄 알고 추천해버렸노 ㅋㅋㅋ","2024.08.02 11:23"
"7315026765","봄이예요","빅텐트신당 어휴 딱봐도 드립이죠... 어떻게 저런걸 진심으로 뱉겠어요?LFP only 정책 추진중인 중극 전기차 화재율만 봐도...","2024.08.02 12:35"
"7315026765","수푸레이","빅텐트신당 드립이겠지 개빡통 대가리 아닌이상 진심일리 없음 애초에 lfp는 ess용이지 자동차용으로 쓸 물건이아님","2024.08.03 04:48"
"7315011398","공돌이는메이저","진짜..불 잡기가 너무 힘든건 문제인듯특히 지하주차장이나 타워는 답도 없음","2024.08.02 10:48"
"7315011398","일론젠슨황","공돌이는메이저 그러게요!! 포로 싸거나 배터리 하부서 물을 쏘면 된다고는 하고 현재 적용중이긴 한다는데 그래도 충전소는 지상에 설치가 맞지 않을까 합니다.","2024.08.02 10:49"
"7315011398","Moodyz","막연히 벤츠라고 제일 좋은 기술로 아는듯","2024.08.02 10:49"
"7315011398","pubmed","catl ncm 811은 화재잘나기로 유명한 베터리인데 짱쯔에서 원가절감한다고 쳐쓰니가 저 지랄 나는거주행거리수 짧아도 차라리 원가도 더 저렴하고 그나마 안전한 lfp가 앞으로 대세가 될듯","2024.08.02 10:49"
"7314843699","가장맛있는족빨","벤츠 주차하고 2초후에 그런거임? 주차하고 좀 되고나서 그런거일수도 있잖음?","2024.08.02 09:37"
"7314843699","읽기","포좀주세요 삼만포만요","2024.08.02 09:43"
"7314843699","도비는자유에요","저건 화재진압후 이상없다가아니라이번껀 화재진압이 안된거아님?그리고 배터리손상인지 아닌지는 아무도 모르는데","2024.08.02 19:50"
"7314839858","뱃살개혁","벤츠 정도 회사가 시발 전기차 배터리를 원가 절감하려고 중국산을 쓰노","2024.08.02 09:37"
"7314839858","도우코띵씨오","ㅆㅂ 얼마나 쓰레기면 중국에서도 쓰지말라고 하는거야? 근데 그걸 썼다고?ㅋㅋㅋ","2024.08.02 09:39"
"7314839858","너는누구세요","벤츠 대주주 중국계 자본 ...ㅋㅋㅋ (피렐리/금호타이어도 중국계 접수)","2024.08.02 09:41"
"7314839858","사신김복남","안정성 보고 벤츠 사는데 배터리를 중국제 쓴다고?","2024.08.02 09:42"
"7314839858","삐약이궁디팡팡","펨붕이들이 업계를 잘 몰라서 그러는건데 벤츠가 중국산을 쓴다고 무시하기에는 CATL은 글로벌 자동차 배터리 업계 탑티어임. 안쓰는 브랜드 거의 없음.테슬라 폭스바겐 포드 GM BMW 스텔란티스 르노 현대기아차 납품 순위에서 대부분 상위권임.","2024.08.02 09:49"
"7314839858","너는누구세요","삐약이궁디팡팡 테슬라도 바뀜? 원래 파나소닉 아닌감?","2024.08.02 09:53"
"7314839858","삐약이궁디팡팡","너는누구세요 자세한 내용은 글하나 썼으니 거기 자료 참조해~~https://m.fmkorea.com/7314891656","2024.08.02 10:10"
"7314839858","너는누구세요","삐약이궁디팡팡 테슬라는 CATL 늘렸다가 다시 파나소닉 비중 증가 추세네..(LG엔솔 + CATL 감소 추세)","2024.08.02 10:12"
"7314839858","Assphay","삐약이궁디팡팡 짱깨 욕하고싶은데 팍 식노","2024.08.02 09:53"
"7314839858","한국남자김펨붕","뭐야? 벤츠도 짱개차였네 ㅋㅋㅋ","2024.08.02 09:52"
"7314804552","핫갈릭반반","현기나 테슬라였음 대전쟁의 서막인디 ㄲㅂ","2024.08.02 09:12"
"7314804552","캬돌이","핫갈릭반반 테슬랔ㅋㅋㅋㅋ 테슬라 현기 ㅋㅋ 잔치네요","2024.08.02 09:21"
"7314804552","Q4e-tron","ㄲㅂ","2024.08.02 09:13"
"7314804552","캬돌이","Q4e-tron 두근두근","2024.08.02 09:30"
"7314804552","알려고하지마","전기차 카페 구경가면 어제부터 신나게 싸우던데 재밌음","2024.08.02 09:17"
"7314804552","캬돌이","알려고하지마 ㅋㅋㅋㅋㅋ 자아의탁 대전 ㄷㄷ","2024.08.02 09:22"
"7314804552","320i","현기였음 이미 댓글2만개임ㅋㅋㅋㅋㅋㅋ","2024.08.02 09:28"
"7314804552","캬돌이","320i 카와우에게도 돈먹인 현기 ㄷㄷ","2024.08.02 09:30"
"7314695038","퇴장","퐁퐁을타노","2024.08.02 08:00"
"7314695038","해뜨는날","ㅅㅂ 로켓이네 ㅋㅋㅋ","2024.08.02 08:03"
