"post_id","cmt_author","cmt_content","cmt_created_at"
"6749909303","소심한투자자","진짜 차 좋은것도 좋은건데 고장안나는것도 복이네요.","2024.02.22 17:15"
"6749909303","움바뚜","소심한투자자 마자요ㅎㅎㅎ","2024.02.22 17:15"
"6749909303","빨팅어","스팅어는 기억할것입니다..","2024.02.22 17:16"
"6749909303","움바뚜","빨팅어 ㅋㅋㅋㅋㅋㅋ","2024.02.22 17:24"
"6749909303","어른오닉5","너도 ?","2024.02.22 17:18"
"6749909303","움바뚜","어른오닉5 동지가 여있었네","2024.02.22 17:25"
"6749909303","황그팅랜어져","스 하2","2024.02.22 17:20"
"6749909303","제네시스G70","스팅어: 날 버린죄야 달게받아","2024.02.22 17:29"
"6749909303","움바뚜","제네시스G70 전기로 나오면 다시 만나자ㅜㅜ","2024.02.22 17:40"
"6749909303","B.페르난데스","스팅어는 잊지 않을것입니다","2024.02.22 17:41"
"6749909303","흐아암","iccu 결함은 보증기한 끝나도 보증 할거같은데 ??? 미국서만 그러려나","2024.02.23 19:01"
"6703888624","Seltos31","그저 까고 싶을뿐","2024.02.09 15:04"
"6703888624","아N3개월","테슬라에 과하게 몰입하시는 그 분...","2024.02.09 15:14"
"6703888624","건동호옹이","악성테슬람 저러는거야 익숙해졌는데 현대가 세계 전기차 선두주자라는것도 웃김ㅋㅋ","2024.02.09 15:36"
"6703888624","자동세차","벤치점수만 보고 성능우월 이러는 애들이잖아","2024.02.09 15:38"
"6671634069","애기펨붕e","배터리혁신 오기전까지는 좀..","2024.01.31 14:44"
"6671634069","그냥냥냥","원인을 모르나 보네 먼가 싸구려 부품썼다가 생기는 문제인가? 아님 소프트웨어 문제인가?","2024.01.31 14:45"
"6671634069","난널조아해","그냥냥냥 저거 하드웨어 문제라고 했던거같음","2024.01.31 14:49"
"6671634069","안전운전제타","Iccu 문제가 구체적으로 어떤거임?","2024.01.31 14:56"
"6671634069","호돈신입니다","음 다음차도 하브로 가야지..","2024.01.31 15:29"
"6617195393","디올뉴코나","EV3,EV4,EV5,EV6페리, 아이오닉5 FE, 아이오닉6 FE, 아이오닉7라인업들 미춌다 다 CCNC 때려박고 나올텐데27년도에는 바로 크랩드라이빙, 피봇턴, 제로턴, 사선주행 박을테고","2024.01.16 00:36"
"6617195393","그돈씨일렉트릭","디올뉴코나 아6은 진짜 레전드임??? : 아이오닉6 업데이트 되나요? ??? : 네 저희는 OTA가 있습니다. ??? : 무선 카플/안드 업데이트 해주세요.??? : 아이오닉6는 ccNC 가 아닙니다.","2024.01.16 00:40"
"6617195393","그려잉","디올뉴코나 뭐든 늦게 나오는놈이 좋기 마련인데 유독 좋은게 어떤걸런지","2024.01.16 00:41"
"6617195393","디올뉴코나","그려잉 예측이 안됨... 나온다 하더라도 결함 없이 나와야하는데...","2024.01.16 00:42"
"6617195393","보이루다요","딴건 다 필요없는데 리어와이퍼가 ㄹㅇ...","2024.01.16 00:42"
