post_id,cmt_content,cmt_author,cmt_created_at,cmt_updated_at,cmt_likes
1505663,신차가 낫죠.,하루l꼬나l평택,2024-07-13 14:20:00,,
1505663,캐스퍼,시지l오닉 코나l대구,2024-07-13 14:31:00,,
1505663,"코나는 개인적으로 별로...니로1세대vs캐스퍼 라면 가격이 캐스퍼가 비쌀텐데...
혼자탄다면 당연 캐스퍼
3인이상 탄다면 니로",고고고I니로아5I서울,2024-07-13 14:37:00,,
1505663,집에 차 한대면 코나,준서빠I볼트ev6I대전,2024-07-13 14:50:00,,
1505663,코나는 화재등 이슈가 많아 중고는 파하세요,연천l코나l양택이,2024-07-13 14:55:00,,
1505663,캐스퍼라고 생각 합니다.,비듬엔블루스,2024-07-13 15:40:00,,
1505303,"일어나서는안되지만
확률이크지는않죠
그냥타세요.... 
핸드폰은 어찌쓰세용",봉봉Iix3I경기,2024-07-12 21:42:00,,
1505303,"택시, 경찰차, 관공서에 아이오닉 차량들 많아 큰 위험 없이 안정된줄 알았어요.몇몇 화재 사고만 보고 쫄보인 제가 기우 였으면 좋겠어요",무슈파I오닉5I충북,2024-07-12 21:47:00,,
1505303,"지킬꺼만 잘지키코 타심되요
내연차가화재는 더많아요",봉봉Iix3I경기,2024-07-12 21:48:00,,
1505303,"이건 누가 조언 할게 아닙니다
본인 생각이 중요하신거죠...",혜성처럼I모델3YI경기,2024-07-12 21:43:00,,
1505303,"안전운전 양보운전 방어운전
감속운전 잘나간다고 밟고다니지 않습니다 그외 남이와서 때리박는거까지
신경쓴다면 집에서 재택근무해야겠지요~",왕만두도적I쏘부I충북,2024-07-12 21:50:00,,
1505303,"글쓴님만 호들갑이 아닙니다
아주 많은 분들이 글쓴님과 같은 생각으로 전기차를 구매하지 않습니다
그리고 그 생각이 무조건 틀린것도 아니구요

내연차가 화재가 더 많니 뭐니 해도 화재의 치명성은 전기차 쪽이 훨씬강한것도 부정할수 없는 사실이고 그 사실에서 내차가 내가 방탄인 것도 아닙니다

좋은 판단 하시고 필요한 실행이 있다면 하시는 것도 용기입니다",코끼Ii3I서울,2024-07-12 21:55:00,,2
1505303,충돌안전 우수 이런 것만 너무 믿었나봐요.차 라는게 가족 모두 안전하게 이동 수단 목적인데 화재 문제는 너무 크게 와닿네요.한달전으로 돌아 갈 수도 없고 이젠 차도 다 놔와서 운행했는데 어떻게 해야 할지 막막합니다.대담한 성격이면 좋으련만 생각이 많은 성격이라서요,무슈파I오닉5I충북,2024-07-12 21:59:00,,
