post_id,cmt_content,cmt_author,cmt_created_at,cmt_updated_at,cmt_likes
1524868,저희는 새로 이사 갈 집이 지상주차장 있고 저렴한 아파트인데ㅣ 이걸 좋아해야되는거지..ㅠㅠㅠ,바보멍청이0327,2024-08-02 09:13:00,,1
1524868,안좋은 댓글 달릴걸 예상하시기에 한소리 하겠습니다 본인은 전기차 샀으니  전기차 판매 중단해야 한다는 놀부심보는 과하신거 같습니다 저도 전기차 곧 나올 사람이지만 아무리 억하심정이 생기더라도 남한테 피해를 주는 선은 넘으시면 안되죠,춘장삼촌 경북 안동,2024-08-02 09:15:00,,1
1524868,네 이 생각은 못했네요 반성합니다.,떡갈나무I오닉5I충북,2024-08-02 09:35:00,,
1524868,글쓴분은 화재 났다고 해서 지하주차장에도 못 들어가게 할 정도로 전기차를 푸대접 할거면 그냥 아예 판매 자체를 하지 말지 왜? 이런 비꼬는 뉘앙스 같습니다.,제레미I모델YI서울,2024-08-02 09:45:00,,1
1524868,그런 글이 어디에 있나요?,가을나그네Iev9I밀양,2024-08-03 14:24:00,,
1524868,그냥 친환경차 시대로 가기위한 과도기로 봐야죠.,RX78lID4l서울,2024-08-02 09:15:00,,
1524868,"지상공원화.
지하주차장만 있는 아파트인데
이러다 아파트밖에다 주차하고 들어와야할수도있겠네...",나무2005v리프,2024-08-02 09:15:00,,1
1524868,저 또한.. 미투!,가을나그네Iev9I밀양,2024-08-03 14:25:00,,
1524868,정부차원에서 제조사들에 압박좀 줬으면합니다. 화재시 책임입증이라던가 보상이라던가,유니77서울,2024-08-02 09:17:00,,5
1524868,이말이 정답인거 같습니다.,대구푸헬르,2024-08-02 09:21:00,,1
1524868,반대로 말하면 내연차 불나는데 전부 안만들어야 하는거는 아니자나요? 좀더 잘 만들고 검증을 확실하게 해야죠,런너IGV60l해운대,2024-08-02 09:24:00,,
1524868,사람마다 다 생각이 다르니 전 글쓴이님의 의견에 어느정도는 공감합니다…. 지하에 아예 출입을 먹는다면 많이 불편해서 차를 바꾸던 집을 바꾸던 아주 피곤해질것 같아요.,행복매일IeqaI전남,2024-08-02 09:33:00,,1
1524868,"제가 알고 있는 기준으로 말씀드리면, 국회의원들이 일을 제대로 하지 않는 것 같습니다. 전기차 보급률이 최강인 중국과 한국의 주거 형태에 맞춰 개선할 필요가 있는데도 전혀 움직이지 않고 있네요. 아래의 조치들만으로도 화재 피해를 크게 줄일 수 있는데 안타깝습니다.전기차 충전소 지상화: 외국의 화재 통계를 포함한 데이터에 따르면, 주정차 시 화재 비율이 높고 이는 충전 중 화재가 대다수입니다. 신규 아파트에는 전기차 충전소를 지상화하는 것이 필요합니다. (요즘은 다 지상 공원화 하니 지하주차장에 설치할때는 아래 요건을 최소한으로도 충족 시켜야 할거 같습니다.) 기존 지하 충전소 개선: 전기차 전용 충전구역을 연기가 자연적으로 배출될 수 있는 위치에 설치하거나, 배풍기 등 제연 설비를 필수로 설치해야 합니다. 또한, 전기차 전용 구역에 불연 재료로 경계벽을 좌우와 천장에 설치하여 방화 구획을 설정하면 됩니다. 이러한 조치는 지상 충전소에도 좌우 경계벽을 적용하면 재산피해를 충분히 막을 수 있습니다. - 차량 몇대만 전소하고 끝 소화설비 강화(지하): 전기차 전용 충전구역에 스프링클러를 살수 밀도가 높은 헤드로 교체해야 합니다. 소방탱크 용량 문제로 한계가 있겠지만, 최초 열폭주 후 주변을 식히는 것만으로도 열폭주 연쇄 반응을 막을 수 있습니다. 이미 ESS에서 적용되고 있는 방법입니다. - 지상은 아파트같은 경우 연결송수화설비 근처에 충전시설 또는 전기차 전용주차구역을 설치하게 해서 언제든지 끌 수 있게 만들을 수 있음. 배터리 회사에서 15년 동안 일한 제가 보기에도, 이 정도 조치만으로도 큰 피해를 막을 수 있습니다. 그러나  윗분들은 전혀 움직일 생각이 없는 것 같아 안타깝습니다.",망카I아5I청주,2024-08-02 09:41:00,,5
1524868,오 정말 맞는말씀~~~~~~,행복매일IeqaI전남,2024-08-02 09:39:00,,
1524868,찬성입니다.,뒤라셀I방배,2024-08-02 09:40:00,,
1524868,안좋은 댓글 감수하고 글 올렸는데 이런 좋은 글 주셔서 너무도 감사드립니다^^,떡갈나무I오닉5I충북,2024-08-02 09:43:00,,
1524868,절로 고개가 끄덕여지는 글 입니다. 저는 전기차 사려고 알아보는중인데.. 남편이 불난다고 계속 반대중이라 못 사고 있어요. ㅠㅠ 속상하고 어제도 또 불난거 나오니 난리고.. ㅜㅜ,햇님이야I오산,2024-08-02 09:51:00,,
