"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"귀태건희석열","카페에서는 화재땜에 중고가격 많이 내려갔다고 난리던데 회복했나 보네요.. 배터리 전량 교체 리콜때문인가 봅니다.","16012272","2021-03-30 07:17:51",""
"DreamGate","@무장원소걸아님 그나저나 가격방어 쩌네요;;","16012272","2021-03-30 07:19:39",""
"Nao","배터리 새걸로 교체해준다고해서 중고가 올랐어영","16012272","2021-03-30 07:18:02",""
"DreamGate","@Nao님 헐...그렇군요.","16012272","2021-03-30 07:19:19","2021-03-30 07:19:25"
"DreamGate","@AyaDevil님 배터리 화재 위험성 때문에 안전마진 을 90%충전 제한 해야합니다.","16012272","2021-03-30 07:18:54","2021-03-30 07:20:20"
"회원.A","@AyaDevil님 안전을 위한거니까요.","16012272","2021-03-30 07:21:55",""
"Joooo","옵션, 보조금에따라 다르겠지만 3천중반은 했을껄요?","16012272","2021-03-30 07:21:24",""
"DreamGate","@Joooo님 그건 풀옵션 기준인걸로 알고있어요.

충전어시시트 뺀 풀옵션 가격이

국고보조금+지역보조금 1800이면

코나EV 모던 풀옵션 52,302,500원-18,000,000원
34,302,500원

코나EV 프리미엄 풀옵션 55,452,500원-18,000,000원 = 37,452,500원","16012272","2021-03-30 07:24:16","2021-03-30 07:24:45"
"Forecasting","@DreamGate님 1800만원 받는 지역,댓수가 극소량이죠.","16012272","2021-03-30 07:55:30",""
"Joooo","@DreamGate님 대부분 지원금 1500정도 받았을껍니다
프리미엄 풀옵 4000인데 2년만에 2500면 감가 엄청심한거죠","16012272","2021-03-30 08:05:57",""
"지조","전기차는 주행거리가 깡패예요
비슷한 가격으로 팔린 아이오닉 중고가 보시면..","16012272","2021-03-30 07:22:11",""
"DreamGate","@지조님 아이오닉 전기차 중고방어 좋습니다.

특히 페리오닉 EV는 코나 EV 보다 더 좋아요;","16012272","2021-03-30 07:25:56",""
"New댜넬","테슬라는 거의 판매가에 중고가격이 형성되 있다고 ;","16012272","2021-03-30 07:31:10",""
"Forecasting","@님 리프레쉬 나와서 옛말입니다","16012272","2021-03-30 07:55:59",""
"House","4륜은 진짜 300대...?","16003492","2021-03-26 23:30:19",""
"SPIKE>>","@House님 390전후이지 않을까요??","16003492","2021-03-26 23:34:01",""
"House","@님 이게 경쟁차종이 모델y죠? 그러면 100km이상 차이나네요..","16003492","2021-03-26 23:48:31",""
"New댜넬","@House님 실제로는 경쟁차종이 아닐껄요.
자기들은 경쟁이라 하지만,","16003492","2021-03-27 19:55:00",""
"엄청난놈","@House님

둘다 배터리 사이즈는 비슷하고
아이오닉 5 롱레인지 : 2WD, 19인치 휠 = 429km
모델Y 롱레인지 : 4WD, 20인치 휠 = 511km

아이오닉5는 20인치 휠에 4WD를 선택한다면 더 떨어진다고 봐야하고
모델Y는 19인치 휠을 선택한다면 더 늘어 난다고 봐야합니다.
아이오닉은 저 인증이 주행가능한 최대치라고 볼수 있을거고 테슬라는 선택에 따라 더 늘어나는거죠.

그래서 현대가 밀고 있는게 5분 충전 100km 거리 충전 가능이라고 홍보하는데
테슬라 슈퍼차저 v3도 5분 충전에 120km 거리 충전 가능하게 됩니다.

기존 내연차량에서 말한다면 테슬라 차량이 연비(전비)가 훨씬 좋은 거라고 생각할 수 있습니다.","16003492","2021-03-29 10:13:47",""
"청룡트윈스","전기차 보조금 지급 기준을 나름 한국 상황에 맞춰 정해줬으면 합니다. 서울시청-부산시청 400km / 서울시청-대구시청 300km 인데 부산 넘어가면 100% 대구 넘어가면 70% 이런 식으로","16003492","2021-03-26 23:42:25",""
"중성자","청룡트윈스님// 전기차 사는 사람들이 전부 서울에 사는것도 아닌데, 굳이 그런식으로 표현할필요가 있을까요?","16003492","2021-03-27 00:21:38",""
"골매","@청룡트윈스님 그런식이면 서울 광주 서울 강릉 서울 서울 거제 다 표시해야 할듯 합니다.","16003492","2021-03-27 07:52:41",""
"사연객","@청룡트윈스님
정부가 전기차 마케팅 부서도 아닌데 그런것까지 차별지원할 당위성이 있나요....","16003492","2021-03-27 15:32:37","2021-03-27 15:33:10"
"키위드레싱","@청룡트윈스님 이미 그렇게 하고 있습니다. 항속거리가 반영되어 차종별로 보조금이 정해지고 있습니다. 상온/저온 항속거리도 반영되고요.","16003492","2021-03-27 15:46:50",""
"에리카","뭐 이정도 주행거리라면 그래도 팔 생각은 충분히 있는 주행거리라고 생각합니다.","16003492","2021-03-26 23:43:18",""
"waps","19인치로.. 너무하네요..","16003492","2021-03-26 23:50:01",""
"MC케로로","충전량 89%에 290k대가 진짜였구나...;;
유튭에서 볼때 디스플레이에 계속 보이던데","16003492","2021-03-26 23:51:25",""
"Runtoyou","@MC케로로님 이게심리적 압박이 쌔요. 일상에 80-90 충전이 맥스라서 맨날 앞자리 2 자 보면서 차 가지고 나가면 후달리죠","16003492","2021-03-27 01:19:46",""
"jkfwod","모델 Y는 그렇다치고
비슷한 가격대의 폭스바겐 ID.4 가 들어오면....","16003492","2021-03-26 23:52:43",""
