"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"프레디.","요새보면 LFP가 중저가 전기차 위주로 꽤 채용될거같긴해요.

그리고 화재가 발생한건 ID.3였어요. 요건 아직 배터리문제인지 아직 모르기도 하구요.
ID.4는 이제 막 롤아웃 되었다고 본거같은데 인도받은사람이 있으려나요.","16435213","2021-08-23 11:04:20",""
"jidi-3rd","@프레디.님
id3군요 수정하였습니다.","16435213","2021-08-23 11:08:27",""
"brandnewhun","차량 중량이 150kg늘고 성능이 비슷하다면 중저가이하의 차량에서는 사용될지언정
고급 브랜드에서는 사용하기 어려울거 같고
전기차 배터리 메인회사는 엘지 아니면 파나소닉입니다
lfp는 주로 중국향제품에 사용되고 있고 타 전기차는 사용을 안하는 배터리고요

테슬라는 화재가 없고 배터리 관련 문제가 없는걸로 알고있고요
제생각에는 리튬이온계열의 문제가 아니라 파우치냐 원통형이냐의 문제같습니다
파우치형은 초기 모습이고 원통형은 오래된 만큼 안정성이 검증된 제품이라 그런거 같습니다","16435213","2021-08-23 11:31:45",""
"코딩이냥","@brandnewhun님
원통형도 테슬라 ESS에서 화재가 발생했습니다.","16435213","2021-08-23 14:18:31",""
"brandnewhun","｢@코딩베베님｣
원통형 테슬라ESS에서 호주? 화재가 발생한거는 알고있습니다만
차량에서 화재가 발생했었는지요?
차량 한정하여 이야기하면 차량에 각형 원통형 파우치형 3가지가 경쟁했습니다.
자동차회사가 선택한건 원통과 파우치형이죠
각형을 이용하는 메이저 업체는 bmw i3였는데 판매량이 적으니 제외하겠습니다

이중 테슬라에서 진행한 원통형만 현재 충전 등등에서 화재등의 이슈가 없고
파우치형 lg제조는 현대차 / GM에서 리콜 진행중입니다

판매량과 현재 상황으로는 차량에 사용중인 원통형 배터리가
파우치형 대비 안전하다고 저는 생각이 듭니다","16435213","2021-08-23 16:25:20",""
"로보95","@brandnewhun님 테슬라도 여러건 주차 or 충전중 화재사고가 있었습니다.
https://www.google.com/search?q=tesla+fire+parking&rlz=1C1EJFC_enKR883KR883&oq=tesla+fire+parking&aqs=chrome..69i57j0i19.5767j0j4&sourceid=chrome&ie=UTF-8","16435213","2021-08-23 17:30:54",""
"brandnewhun","@로보95님
아...맞네요 까맣게 있고 있었습니다...상하이에서 불났던거는 머리속에서 지웠네요
위에 쓴거는 잘못된 기억으로 쓴거네요 제가 잘못된걸 기억했습니다
화재 이슈가 적어 보이는거지 완전히 없던거는 아니네요","16435213","2021-08-23 19:45:22",""
"답설야","업계 사람으로써 좀 우려되는 점이기도 합니다.
아무래도 인산철은 중국이 앞서있는 부분이라 전체적으로 시장개편이 그렇게 된다면 우리들한테는 타격이 있을수 밖에 없거든요.","16435213","2021-08-23 11:32:53",""
"셀빅아이","@포도튀김님 저도 이거 올릴려고 했는데 올려주셨네요.
이 영상 보면 지금의 LFP는 최대화 해서 더 이상 밀도 올릴 여지가 크지 않다.
대신 리튬이온은 LFP의 장점을 흡수하면 더 많은 밀도를 올릴 수 가 있다.
LFP는 중국 보조금 영향도 크다.

저도 영상보기전까진 그리 생각했는데, 리튬이온 밀도도 높아지고, 가격만 좀 더 인하 된다면 여전히 경쟁력은 있다고 생각합니다.","16435213","2021-08-23 13:58:53",""
"곰돌이고고","머 전고체나 나트륨 이야기를 더 많이 하는 것 같네요.

전 10년 봅니다. 그 때 가서는 어떻게 되겠죠.

개인적으론... 그 때 가서는 대중교통 신세 지고 있으리라 봅니다.","16435213","2021-08-23 13:54:14",""
"코딩이냥","일단, 애플이 인산철을 채택했다면 분명히 경쟁력이 있으니 채택을 하지 않았을까 합니다.
항상~ 프리미엄을 고집하는 애플이 가격경쟁력때문에 전기차의 가장 핵심부품을 인산철로 채택하진 않았을테니까요.
말씀하신대로 인산철로 버티다가 전고체로 넘어갈 가능성도 있지 않을까 합니다.","16435213","2021-08-23 14:20:03",""
"__ei","동등하지 않을 겁니다. 같은 전력량을 가지려면 훨씬 무겁고 부피도 커야 합니다.

LFP로 가는 이유는 두가지라고 생각 합니다.
일단 싸고, 공급이 원활합니다. 안정성이나 뭐나 기계적 특성은 2차 문제죠. 지금 불타는 차들이 나와서 LFP가 안정성 때문에 선택된다는 얘기가 나오는 거지 불이났든 만났든 배터리 부족 때문에 어쩔 수 없이 LFP를 쓸 수 밖에 없었을 겁니다.

예전에 애플카 루머에서도 LFP관련해서 애플이 선택했으니.... 로 시작하는 환타지가 난무했는데 (수요가 충분하고 제조사가 대량생산 의지가 있을 때)전기차 생산량은 배터리에 수급에 달렸다고해도 과언이 아닙니다. 전세계 배터리 사용량보다도 테슬라 혼자쓰는 게 더 많은데 가장 병목이 걸리는 부분도 배터리 수급이죠.

결국 모든 전기차 회사는 배터리 수급라인을 확보해야만 하고 LFP가 짧은 주행거리모델을 커버 할 수 있다면 안쓸 이유가 없겠죠.","16435213","2021-08-23 14:31:47",""
