"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"천안호구과자","V2L 때문에 주행거리를 희생했다기보단 코나 사태때문에 보수적으로 잡다보니 V2L도 넣어도 되겠네? 로 된게 아닐까요 ...","15922841","2021-02-26 00:22:36",""
"DreamGate","@천안호구과자님 그렇게 해석도 가능하네요. ㅎㅎㅎ 주행거리 희생하지 않으면 V2L 기능의 부하를 배터리가 못견딘다니...ㄷㄷㄷ","15922841","2021-02-26 00:24:52",""
"dldidwo119","@천안호구과자님 오 그럴수도 있겠어요..한번 디어서 놀란건가...","15922841","2021-02-26 08:51:48",""
"오라질","V2L이 옵션인데 얼마나 팔릴지도 모르는걸 설계에 반영했을리가 없...","15922841","2021-02-26 00:24:45",""
"DreamGate","@오라질님 헐 V2L이 옵션인가요?? 스탠다드 도 기본탑재 인줄 알았네요..","15922841","2021-02-26 00:25:50",""
"전정권","내연기관차도 기름을 쥐어짜가며 운행하지 않고 꼭 어딘가.들를텐데 주행거리보다 어디에서든 전기맘껏 쓰며 쉴 수 있다는 것이 훨씬 큰 메리트인 것 같습니다 ㅎㅎ

@DreamGate님 외부는 기본이고 내부가 옵션입니자","15922841","2021-02-26 00:27:16","2021-02-26 00:28:24"
"리누","@오라질님
외부 V2L 포트는 기본이고 실내 아웃렛만 옵션인걸로 알고 있습니다","15922841","2021-02-26 00:28:34",""
"오라질","@리누님 헛 그렇군요 완전 혜자네요","15922841","2021-02-26 00:30:38",""
"Ktae","@리누님

외부포트에 들어갈 젠더는 별도 구매라고 그러더군요..

내부도 당연히 옵션이구요.","15922841","2021-02-26 01:59:39","2021-02-26 01:59:56"
"리누","V2L로 고작 3.5kw 뽑아내는데 배터리 부하를 걱정 한다는게 잘 납득이 안되네요. 3.5kw면 시속 20-30 정도로 살살 굴러가는 정도 출력 밖에 안 뽑아 쓰는건데요.

완속충전도 7kw로 몇시간을 하는데 그 절반을 뽑는게 왜 배터리에게 힘들까요? 인버터가 비싸다면 이해가 가지만..","15922841","2021-02-26 00:27:02","2021-02-26 00:28:02"
"쏘-군","@리누님
전비 5km/kWh 잡고 30km시간이면 6kW 정도라
손실이나 이런거 잡으면 더 부하가 걸리지 않을까요..","15922841","2021-02-26 00:31:23",""
"리누","@쏘-군님
배터리에 부하라면 방전율이 몇C다 이런 표현을 쓰지 사용량이 부하라고 말하지는 않지 않나요?

3.5kw V2L로 한시간을 뽑아 써봐야 3.5kwh를 소모하는던데 (효율 감안하면 5kwh쯤 쓰려나요), 주행거리 1시간에 30km 까먹으면서 주행하는 것에 비해 배터리에 무슨 부하가 더 가해지는걸까요?

차박할때 히터도 시간당 2kwh 정도는 꾸준히 빼먹는데요..","15922841","2021-02-26 00:34:03",""
"DreamGate","@리누님 쇠교수 말을 빌리자면
다양한 소비기기와 다양한 환경이 합쳐진다면 부하가 상당할수 있다네요.

인버터를 통하는 전열기기 등도 부하가 상당하다네요.

화재에 가능성을 일말이라도 없애기 위해서 라네요.","15922841","2021-02-26 00:47:14","2021-02-26 00:56:40"
"리누","@DreamGate님
그럴겁니다. 가정용 다운트랜스(도란스)만 하더라도 3kw 이상 되는건 엄청 무겁고 열도 많이 나요. 그래서 양방향 OBC로 인버터 구현해 넣어준건 참 칭찬할만한 일이긴 한데, 이게 주행거리나 배터리 수명과 연결할 문제는 아닐거거든요.","15922841","2021-02-26 00:51:09",""
"리릿","@리누님
인버터 효율이 93~94%쯤 될것같습니다.","15922841","2021-02-26 00:52:39",""
"멋진상우","@리누님
220볼트로 3.5Kw이면 전류량으로는 10A가 넘습니다. 무척 높은 전력량입니다. 무시할 기술은 아닙니다.","15922841","2021-02-26 10:58:23",""
"리누","@멋진상우님
양방향 OBC를 무시하는 발언이 아닙니다. 배터리 부하 / 주행거리 감소와 무관한 출력이라는 이야기죠.

220v랑 370v랑 해봐야 1.5배 차이인데, 그 고전압 배터리로 150kw짜리 모터도 돌리고, 50-100kw급 출력도 아무 문제 없이 받는걸요.","15922841","2021-02-26 12:37:00",""
"로보95","잘 모르는 전문가라는 사람의 의견이네요.
보통 전기차들이 배터리 직류 400V에서 인버터로 AC로 바꿔서 150 kW 모터도 돌리는데
AC 220V 3.5 kW는 주행거리 희생할 일도 없고 배터리에 스트레스 줄일도 없습니다.
단지 800V to AC220V 인버터만 들어가면 되죠","15922841","2021-02-26 00:34:25",""
"리누","@로보95님
제말이요.. 양방향 OBC 넣어줘서 고맙긴 한데, 무슨 주행거리 못 늘리는걸 V2L 핑계를 하는건지 모르겠습니다.","15922841","2021-02-26 00:35:40",""
"DreamGate","@로보95님 당연히 V2L이 보통 노멀한 상황에서는 부하가 많지 않갔죠. 하지만
다양한 소비기기와 다양한 환경에서 부하가 상당할수있다네요.

V2L 뽑아 쓰는 배터리도 안그래도 마진을 엄청 뒀는데
그중 제일 안전한 구간으로 사용하게끔 제한을 해놨다네요.","15922841","2021-02-26 00:55:17","2021-02-26 01:01:07"
"쿠오쿠오","코나 불난것 때문에 안전마진을 많이 뒀다고 보는게 맞겠죠.
테슬라처럼 OTA 까진 아니더라도 코나 배터리 문제 완전 해결된 후 몇년뒤 사업소 방문해서 업데이트하면 주행거리 10% 더 늘어난다거나 할수도 있겠죠.","15922841","2021-02-26 00:36:49",""
"엑스베이스","그냥 V2L 때문이라기 보다 화재가 날 단 1의 가능성이라도 지금 아이오닉5에는 있으면 안되니까 다 보수적으로 해놓은것이겠죠. 초반에 모델3도 주행거리를 버퍼를 더 많이 잡아 묶어 두고 나중에 업데이트로 서서히 풀어줬었죠.","15922841","2021-02-26 00:42:16",""
"DreamGate","@엑스베이스님 네 테슬라야 배터리 부하가 있을 만한게 모터 뿐이지만

아이오닉은 V2L 까지 있으니 엄청나게 보수적으로 접근 할수 밖에 없겠죠.
그래서 주행거리를 희생을...","15922841","2021-02-26 01:03:23",""
"리릿","3.5kw가 배터리에 부하를 준다는 말이 납득이 잘 안갑니다.

모델3 히터 용량이 4.3kw입니다. 이거 밤새도록 틀어놓을 수 있어요.","15922841","2021-02-26 00:47:30","2021-02-26 00:48:58"
"DreamGate","@리릿님 당연히 V2L이 보통 노멀한 상황에서는 부하가 많지 않겠죠. 하지만
다양한 소비기기와 다양한 환경에서 상황이(?) 합쳐진다면 부하가 상당할수 있다네요.","15922841","2021-02-26 00:56:12",""
