"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"메두사","테슬라라며~ 근데 이런거도 안돼? 아직 운전대 손잡아야하는건데? 안위험해? 라는 반응과 댓글도 많죠 ㅎㅎ

아니 운전대 손 안잡는 자동차가 어디있다고...","15506554","2020-10-23 13:18:16",""
"네츄럴픽","팬이 많아지면 까도 많아지는 법이죠... 그런갑다 하면서 보는 1인 입니다.","15506554","2020-10-23 13:20:03",""
"구와바","간혹 테슬람 세력이 나오니 이에 반발하는 듯 합니다","15506554","2020-10-23 13:20:29","2020-10-23 15:07:46"
"호비브라운","@구와바님 테슬람이라고 지칭할 만한 분이 쓴 글은 대관절 무엇인가요? 애초 그런 글이 있으면 요즘 굴당 분위기라면 거기 글 타래 안에서 비판받으면서 정리될 거 같은데요.
사실 쉐도우복싱이라고 봅니다.","15506554","2020-10-23 14:40:51","2020-10-23 15:08:02"
"구와바","@트와이스정연님
저는 범주를 굴당으로만 한정한 게 아니라 각종 자동차 관련 게시글에서의 일부 테슬람 세력을 의미한겁니다
덧붙여, 제가 생각하는 굴당내의 테슬람의 글 그것을 여기에 가져오는 것도 그분에 대한 예의는 아니죠
제가 뭐라고 누군갈 박제하고 평가질 하겠습니까","15506554","2020-10-23 14:52:51",""
"그대로멈춰라","일단 국내에선 AS때문에 권하기 쉽지 않죠.
단차 이런거야 조정하면 되는데...

고장나서 수리나 보증 받으려면 대기기간이 길고, 센터 수도 적고...","15506554","2020-10-23 13:20:45",""
"스타대디","저는 테슬라에 대해
첨단 자율주행 기술을 선도하는 회사이나
조립 품질에 대해선 아직 기존의 완성차업체보단 미흡한 면이 있구나 라고 생각하는데
전기차는 너무 사고싶고 신체 사이즈 때문에 맞아 들어가는건 테슬라 뿐이라
응원하고 있습니다 ㅋㅋ","15506554","2020-10-23 13:21:13",""
"오늘도고고","모난 돌이 정 맞는다. 딱 그거죠. 여기서 모는 잘해서 튀어나온 '모'도 해당되는거라..","15506554","2020-10-23 13:22:01",""
"MySHrimp","각자 견해는 다양하게 있을 수 있다고 생각합니다.

저도 가솔린 suv와 모델3을 돌려가며 타고 있기는한데 충분한 장점과 대차게 까일 점이 공존하는 차라고 생각하고요... 개인적으로 저 정도의 마감 퀄리티를 가친 차를 그 값 주고 산다는게 참 괴로웠습니다. (평일 출퇴근 목적에 부합한 것이 가장 큰 구매 동기였고 거기에는 잘 부합해서 그 점은 꽤 만족합니다.)","15506554","2020-10-23 13:24:16","2020-10-23 13:25:59"
"zo202","빠가 까를 만들고 까가 빠를 또 만들죠. ㅎㅎㅎ
너무 깊게 생각하면 되려 피곤합니다. 본인 생각과 본인 느낌이 중요한거죠.
남들이 다 안 좋다고 해도 내가 잘 타고 다니면 그만입니다.ㅎㅎ","15506554","2020-10-23 13:29:41","2020-10-23 13:29:59"
