"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"흥미도","리콜해도 불난다니 맘같아선 빨리 불내고 치워버리고 싶네요
차 하나 잘못사서 이게 뭔 고생인지..","15834426","2021-01-26 18:30:41",""
"캬오NP89W","@흥미도님 완전 동감입니다.","15834426","2021-01-26 18:33:57",""
"히히히히히히","@흥미도님 저도 차라리 불나서 보상받고 니로나 모델3사고싶습니다.","15834426","2021-01-26 20:19:39","2021-01-26 20:19:46"
"너는나의","리콜거리를 원인 분석한다고 질질질 시간 끌다가 나중에 가서야 마지못해 무상수리로 싸게 막는게 한두번이 아니죠. 아무리 돈이 좋다지만 해도 정도껏 해야되는데 말입니다.

현대가 돈이 없는 것도 아닌데.. 정부의 감독 기능도 상실한지 오래구요. 맘 같아서는 아이오닉5고 뭐고 노트7처럼 터져서 진짜 리콜했으면 싶네요. 제발 다들 정신 좀 차리면 좋겠어요...","15834426","2021-01-26 18:31:57",""
"캬오NP89W","저는 차주고 주주고 국민이긴 합니다만. 국토부는 그닥 기대가 안 되네요.","15834426","2021-01-26 18:33:40",""
"리누","@Liammer님
부동산 정책에 대한 공과는 논란의 소지가 크니 이어가지 않았으면 좋겠고요.

부동산 정책 말고는 딱히 이런 일에 관심을 보였는지는 기억에 없는게 사실이네요..","15834426","2021-01-26 18:40:35",""
"웨건마니아_록맨10","@리누님 부동산은 공과에 논란이 날거나 있습니까. 역대급 문제를 일으킨거죠. 정책은 의도가 아니고 결과로 평가해야됩니다.","15834426","2021-01-26 19:12:07","2021-01-26 19:12:25"
"리누","@웨건의초보_록맨10님

그렇게 생각하지 않는 사람도 있으니까요. 설득할 생각은 없으니 그 이야기는 여기까지만 절취선으로 끝내주세요.","15834426","2021-01-26 19:26:37",""
"Violettail","코나 뿐만 아니라 운전자 과실 100%라고 확실한 근거를 가지고 얘기할 수 있는 사안 외의 모든 부분에 대해서 정부가 나서기 이전에 제조사가 차량에 대한 안정성 검증과 공개를 충분히 해야한다고 생각합니다.","15834426","2021-01-26 19:01:42",""
"웨건마니아_록맨10","좀 다른 얘기지만 전기차 보조금 등으로 그 기업에 맞춰서 지원하는건 저는 합당하고 그래야 한다 봅니다.

그러나 안전과 대형사고로 이어질 수 있는 이런 건에 대해서

정부와 해당 기업이 일으킨 상황은 매우 매우 실망스럽습니다.

하물며 해당 기업은 부각되지 않고 배터리 회사만 대대적으로 나오는거 보고 참...

할말을 잃었습니다.

어차피 의사결정에 뭐 공정한 점...그런거는 없었다 치더라도 화재 건은 전혀 무관련한 인명과 재산에도 막대한 피해를 끼칠 수 있는 사안입니다.","15834426","2021-01-26 19:08:41","2021-01-26 19:15:10"
