"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"세설","재수없으면 이번에 미국이 지대로 걸고 넘어가겠네요
특히나 향후 3개월 내에 코나로 인한 인재가 미국에 발생한다면 노답입니다 현대","15472158","2020-10-13 13:28:04",""
"둥이2","@세설님 ?? : 국내용은 해당없습니다. 안심하세요 여러분","15472158","2020-10-13 13:28:52","2020-10-13 13:29:00"
"MH엠에이치","@둥이2님 그렇죠 국내용은 사양이 다르거든요 ㅎㅎㅎㅎㅎ","15472158","2020-10-13 13:38:07",""
"전진앞으로","코나가 여러회사 배터리를 쓰는데 불난차들이 특정회사 배터리라면 의심해볼수 있겠죠ㄷㄷㄷ","15472158","2020-10-13 13:37:52","2020-10-13 13:38:37"
"soyu","@님 코나가 여러회사 배터리를 쓰나요?
엘지화학꺼 쓰는거 아닌가요?","15472158","2020-10-13 15:06:38",""
"전진앞으로","@soyu님 음.. 찾아보니 중국코나는 catl 우리나라는 sk 랑 lg 꺼 쓰나보네요.","15472158","2020-10-13 15:12:05",""
"번쩍파파","배터리문제 아닌걸로..","15472158","2020-10-13 14:11:57",""
"프라이펜","화차 브랜드 : 현대모터스","15472158","2020-10-13 14:30:53",""
"이자식밥주지마","같은 배터리셀 쓰는 니로는 화재가 0건이면...
배터리 문제는 아니지않나요?","15472158","2020-10-13 17:49:09","2020-10-13 17:49:26"
"20190521","@바오님 코나는 LG 니로는 SK 아닌가요??","15472158","2020-10-13 19:34:00","2020-10-13 19:34:27"
"이자식밥주지마","@20190521님
삼프로에서 머투 권기자가 그러더라구요","15472158","2020-10-14 09:29:21",""
"sang","바턴을 왜 에르지에 넘겨요 ㅡㅡ;;;","15472158","2020-10-13 18:24:15",""
"라인브레이커","잘못했습니다. 이말 하기가 그렇게 힘들죠???","15472158","2020-10-13 18:54:37",""
"웅키","소방청 같은 정부 기관에서 발주하여 산학연 연구 진행중입니다.","15472075","2020-10-13 13:04:41",""
"zo202","근데 물이 열분해도 되나봐요?","15472075","2020-10-13 13:07:16",""
"전자치킨","@이렐정님 고압의 전기배터리가 누설되다보니까 전기분해되는거아닐까요? 잘모르것습니다. 가방끈이짧아가.. H2O가 물이라는건 아는데 전기로 수소가 나뉘어저서 발화되서 폭팔하면서 플레어가 터지는거 아닌가합니다..;","15472075","2020-10-13 13:27:12",""
"amollang","본문 읽고 저도 궁금해져서 정보공개청구했습니다. 답변오면 공유드리겠습니다.","15472075","2020-10-13 13:07:23",""
"팜3","테슬라도 충돌 아니여도 화재 난 사례가 있다보니

비율 자체는 적지만 걱정은 됩니다

소방 지침이 마련됐으면 좋겠어요","15472075","2020-10-13 15:02:32","2020-10-13 15:08:29"
"talktalk1","배터리 관련 교육을 받았는데,
배터리 소화는 물이 최선으로 알고 있어요.
리튬배터리는 다 소화 될때까지 계속 불이나서
불이 꺼져도 다시 불이 일어나기 때문에,
단발이 아닌 소화 될때까지 물을 부어야 합니다.","15472075","2020-10-13 17:05:46","2020-10-13 17:06:51"
