"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"prairie","두곳이라 하니 딱 떠오르는게 오x포x트하고 인x케x인데, 그 두곳 수준이면 그럴만했다... 싶습니다.","15562654","2020-11-08 23:43:41",""
"js_76","@prairie님

자동차화재나 결함으로 인한 사고 뉴스,리콜(무상수리)로 인한 수십만소비자 시간낭비보다 큰 뉴스거리라 보시는군요.","15562654","2020-11-08 23:45:26","2020-11-08 23:47:30"
"JustDidIt","무섭네요
한번만더 건드리면... 이런 느낌이네요","15562654","2020-11-08 23:43:46",""
"빅크로롱","진짜 대기업 무섭네요... 뉴스에서 접할 수 없던 화재나 이슈들을 덕분에 알게되고 조심하게 될 수 있었다 생각하는데 굴당엔 추정되는 두채널이 꼬시다라는 분위기라 신기하네요","15562654","2020-11-08 23:49:33",""
"Tiguanian","몇달동안 커뮤니티에서 이상한거 아니냐고 얘기 나왔던 이슈는 정말 스노우볼 굴러서 커질때까지는 숨기다가
저급으로 평가받는 유투버들 (아직 본인들에게 소장도 안간거같은데) 얘기는 일파만파로군요 ㄷㄷ","15562654","2020-11-08 23:57:25",""
"Enigma24","핀트를 뭔가 잘못 잡고 계신데.. 현기가 뭘 잘했다는게 아니에요. 특히 코나EV는 진짜 심각한 문제 맞죠.
그런데 무슨 극우 유튜버들 처럼 되도않는 헛소리 늘어 놓으면 듣는 사람들은 피로감이 쌓이고, 정작 중요한 문제로 집중이 안되요. 깔려면 좀 제대로 까야죠.
시도때도 없이 재난문자 울리니 이제 내용 보지도 않고 꺼버리는 것 처럼요.","15562654","2020-11-09 00:03:44","2020-11-09 00:06:52"
"Flicker_","@Enigma24님 오히려 핀트를 잘못 잡으신거 같은데.. 제가 이해하기에 이 글의 내용은 코나 관련 문제는 기사화 되기까지도 엄청난 시간이 걸렸고 그조차도 제대로 화제가 되지 못하게 숨기기 급급했는데 반해 악성 유튜버들의 고소, 고발 조치를 발표 하자 마자 온갖 매체에 도배되는 것이 아이러니 하다.. 라는 뜻인것 같습니다.","15562654","2020-11-09 00:06:58",""
"Enigma24","@Flicker_님 글에 쓰인 내용만으로는 말씀하신게 맞지만, 뉘앙스는 좀 다르게 읽히네요. 물론 개인적인 생각입니다.","15562654","2020-11-09 00:12:08","2020-11-09 00:12:19"
"Flicker_","@Enigma24님 음.. 저는 본문만 읽고 난 뒤의 생각이었는데 요즈음의 굴당 분위기 상 다른 뉘앙스 일 수도 있겠다는 생각이 들었습니다 ㅠ","15562654","2020-11-09 00:19:22",""
"ilovechitos","이해를 못하시는군요

1. 거짓정보를 퍼트리는 자극성 포스트를 경계하자(O)

2. 무조건 현기 옹호 하자(X)

이거에요



오토포스트나 인싸케이가 사망여우님 처럼 팩트만 가지고 조지면 아무말 안합니다.","15562654","2020-11-09 00:08:30","2020-11-09 00:10:45"
"js_76","@RAZR-i님

그쪽이랑 대화 안되서(생각이 다름) ..그 이후 저한테 댓글달아도 다 무시했는데 .. 한번만 더 마지막으로 말씀드리겠습니다

믿거가? 경계하자라는 뜻인가요?

현기 : 잘못한건 비판하지만, 존속시키고 법적인 책임도 물을수 없고 현대차 좋은점 알리고, 계속 팔려야 한다와

매체 : 현기에 대해 일부 잘못된 정보 내보냈어니..그 매체는 절대 믿을수없고 사람들은 보지 말아야 하며 아예 없어져야 한다.

형평성에 맞습니까? ( 공영방송도 가끔 현기에 대해 잘못된 정보를 내보낸적이 있었는데 없어져야 하나요? )","15562654","2020-11-09 00:16:06","2020-11-09 06:06:44"
