"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"나무공원","잘한다 요놈들 ㅋㅋ","15897990","2021-02-17 12:20:56",""
"TigerWoods","역시 제조사들의 경쟁은 소비자를 즐겁게 합니다.

본국에 잘 나가는 세계 5위권 자동차 회사가 하나 정도는 있어야 됩니다.","15897990","2021-02-17 18:09:46","2021-02-17 18:10:44"
"잊찌","현대차가 있어서 외제차를 싸게 살 수 있는건지
외제차가 있어서 현대차를 싸게 살 수 있는건지
ㅋㅋ","15897990","2021-02-17 12:21:44","2021-02-17 12:22:22"
"라렌","@잊찌님 상식적으로 생각하면 거꾸로 아닌가요
국산 자동차 제조사가 없는 후진국들 자동차값 한번 보고 오세요.
로디우스같은 차도 8천 주고 사는 태국이라든가..","15897990","2021-02-17 12:28:30","2021-02-17 12:28:54"
"이런저런0","@라렌님 국산 브랜드 없는 캐나다는 오히려 그것때문에 전 세계 차를 저렴하게 판매하죠...","15897990","2021-02-17 12:43:54",""
"잊찌","동남아는 수입차 관세가 비싸서 그렇지, 자국 생산 모델은 쌉니다
태국은 판매가격에 세금이랑 보험료가 다 포함된 가격이죠

태국 시작가(세금, 보험료 포함)
토요타 야리스(소형) 1,770만원
토요타 하이럭스(픽업트럭) 1,950만원
토요타 아벤자(MPV) 2,230만원","15897990","2021-02-17 12:48:29","2021-02-17 12:56:15"
"DreamGate","@이런저런0님 맙소사.. 캐나다는 북미로 들어갑니다...","15897990","2021-02-17 13:13:36",""
"violastring","@라렌님 대부분 세금으로 인한 착시 입니다. 시장이 작고 경쟁이 덜 한 곳이면 차가격이 높고...시장이 크고 경쟁이 치열하면 가격이 아래로 아래로 .... 포르쉐 기준 독일 보다 미국이 싸죠. 작은 곳들이지만...일부 시장에서는 현대차가 동급 동옵션 토요다 보다 더 비싸고 더 잘 팔리기도 합니다.","15897990","2021-02-17 13:43:46",""
"예비역양씨","@잊찌님
그러게요 ㅎㅎ
수입차 가격은 90년대부터 비슷한 가격입니다.
국산차가 있어 싸게 산다는 건 말이 안되죠...","15897990","2021-02-17 13:58:59","2021-02-17 13:59:36"
"e63amg","@이런저런0님 캐나다 한국보다 더 싸진 않아요.. 그리고 NAFTA로 사실상 미국이라 미국이랑 가격차가 많이 나면 사람들이 미국서도 사오기 때문에 가격을 올리수 없는 구조이기도 하구요..","15897990","2021-02-17 14:16:07","2021-02-17 14:18:53"
"라렌","@잊찌님 님이 가져오신 사례는 후진국에 자체공장을 두고 관세없이 저렴한 차를 찍어 파는 사례입니다
테슬라가 어느날 갑자기 한국에 자동차공장을 짓지 않기로 하고서야 님이 비유하신대로 일어날 일이 없죠
시장도 훨씬 대국이고 인건비도 싼 중국을 제치고 한국에 자동차공장을 신설할 외국 자동차회사가 지구상에 얼마나 있을까 모르겠네요만은","15897990","2021-02-17 14:48:16",""
"라렌","@님 90년대 수입차가격은 관세때문에 당시대 물가 대비 매우 비쌌고,
최근 수입차값은 물가상승으로 인한 가격상승과 FTA 관세완화로 인한 가격하락이 동시에 작용했기에 수입차 가격이 표면적으로만 비슷해보이는것 뿐입니다.","15897990","2021-02-17 14:50:14",""
"라렌","@이런저런0님 맙소사.. 미국 을 바로 옆에 두고 있으면서, 미국차 회사들이 앞다투어 공장을 지어둔 사실상 미국 2중대에 다름없는 캐나다를 비유로 드시는건가요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","15897990","2021-02-17 14:51:20",""
"파나메라911","@이런저런0님 캐나다는 미국이랑 붙어있는데다가 NAFTA 때문에 공장도 많고 그렇죠","15897990","2021-02-17 15:56:39",""
"라렌","@Liammer님 차 좋아해서 소식 들으러 오는데 실수로든 잘못된, 혹은 고의로 왜곡된 정보를 퍼트리고 다니는게 잘하는 일인가요 그러면?
내수용으로만 연 6천대에 달하는 판매실적을 가진 넥소를 파이롯트동에서 만든다는 어처구니 없는 소리 하고다니시는 본인도 저게 뭐가 자랑이라고 올리시는건가요","15897990","2021-02-17 18:13:14",""
"예비역양씨","@라렌님
찾아보니 95년부터 관세는 8% 입니다.
일부 국가의 fta 적용을 감안해도 지금과 큰 차이는 없습니다.
오히려 최근 수입차의 할인 등이 많아서 져렴해졌다고 봐야죠","15897990","2021-02-17 21:58:24",""
"라렌","@Liammer님 님 댓글 지적하면 현기차 직원 되는건가요? 세상에.. 저도 이직좀 하고싶은데 댓글 몇개 달고 취직되면 참 좋겠네요 당장이라도 가고싶네요
번지수 잘못된 화풀이는 님이 하고 계십니다. 캄다운하시고 차의 문제는 블루핸즈나 사업소 가서 따지세요.","15897990","2021-02-17 22:49:46",""
"라렌","@Liammer님 그렇게 정보 찾아다니시는거 좋아하시니 넥소 생산지가 울산공장이라는것쯤은 검색만 해도 아실것같고.. 어느 위치까지인지 남의회사 기밀자료까지 제가 님한테 떠갖다바쳐야 하나요? 제가 그회사 현직이라도 그런 짓은 하면 안됩니다 ㅋ
넥쏘 플랜트가 궁금하신건지 님차 불량이 화가나신건지 제 댓글에 심술나신건지 아니면 전부다인지 모르겠군요 이제 댓글 더 안달겠습니다 갈길 가십쇼","15897990","2021-02-18 08:30:05","2021-02-18 09:38:14"
"WWWW","(아마도 현대 도와주고 싶은 (?))높으신 분들도 의외로 테슬라 타보고는 싶어서
테슬라 퇴출은 못시키는 게 함정.....ㅎㅎ
(FTA같은 것도 있고 껄끄럽겠죠.)","15897990","2021-02-17 12:24:15","2021-02-17 12:26:01"
"피자DoSa","200차이면 전부 장거리로 가겠네요","15897990","2021-02-17 12:24:22",""
"귀태건희석열","내년에도 보조금 기준 더 낮첬으면..","15897990","2021-02-17 12:24:26",""
"룸바","단순 가격 인하일지
옵션 빼서 시작가를 바꾼건지 궁금하네요.","15897990","2021-02-17 12:27:49",""
"흑화한그럴수있지","@룸바님 아마 둘다일가능성이 높죠 옵션 붙이면 6천초반되지않을까싶어요","15897990","2021-02-17 12:32:31",""
"엑스베이스","룸바님
일단 이전에는 옵션이었던 히트펌프가 기본 사양이 되버려서 그거 하난 좋아졌죠.","15897990","2021-02-17 12:36:02","2021-02-17 13:53:19"
"또탈퇴된코란","정부 보조금 정책 6천 조건이 결국 가격 인하 경쟁을 촉발시켰군요!","15897990","2021-02-17 12:29:12",""
"rexmir","정부는 다음해엔 보조금 상한을 5천이하로 내려주면 좋겠네요ㅋㅋ
낮아져라 전기차가격!!!","15897990","2021-02-17 12:38:32",""
"elecmonk","노사팔면서 간보고 좋은 시선이 안갑니다 얘들은
/Vollago","15897990","2021-02-17 12:38:48",""
"YGee","기본으로 책정했던것 빼면서 가격 낮추고 , 나머지를 옵션 으로 돌리면서 가격 조절 하겠죠.","15897990","2021-02-17 12:42:27",""
"모오오닝","어짜피 배터리 가격은 시간이 갈수록 줄어들고 있어서, 진짜 공격적으로 마케팅하면 초반에 손해 나중에 이익 이렇게 할 수 도 있을텐데 말이죠...","15897990","2021-02-17 12:44:11",""
"BLMN","장거리 스타팅이 5400이면..
요새 한 500 더하면 좋아하는 옵션 다 넣더라구요(현기 중형차들)
그럼 5490+500= 5990
어매이징!
(대신 파썬, HUD, 빌트인캠 겟!)

500킬로 가고 옵션과 승차감 빠방하면 넘어가는 것도 고려해봄직하네요
저는 모델3LR 예약이라서 공간이 좀 아쉽긴 하거든요","15897990","2021-02-17 12:44:27","2021-02-17 12:49:07"
"휘파람","이렇게 되었으니..보조금 정책도 조정을 할수 있겠내요..현대가격대에 맞춰서..","15897990","2021-02-17 12:47:38","2021-02-17 12:48:36"
"harace","옵션장난 심하게 칠 느낌이네요.","15897990","2021-02-17 12:49:44",""
"웨건마니아_록맨10","너무도 당연하지만 보조금 기준을 낮추면 이렇게 됩니다.

테슬라가 잘한게 아니고 정부가 잘한것도 아니고

당연한 정책을 편겁니다.

다음에는 5천만원 기준으로 내려야 합니다.","15897990","2021-02-17 12:50:11",""
"리누","@웨건의초보_록맨10님
꼭 그렇지만은 않습니다.

배터리 가격으로 낮출 여력이 되는 선에서 통제해야죠.
무조건 기준을 낮춰가면 주행거리 짧은 차들만 대거 늘어나게 되고, 하브보다 친환경적이지 못한 경차 같은 신세가 될겁니다.

환경부가 원가 구조를 잘 파악하고 전략적으로 대응해야할텐데 잘 할 수 있길 바랍니다.","15897990","2021-02-17 13:56:22",""
"웨건마니아_록맨10","@리누님 맞아요.

당연히 기술적 여력에 맞춰서 가야죠. 당장 내년에 4천, 5천은 무리수고요. 가격인하 여력이 있을때 내려줘야 효과가 있죠. 아예 택도 없으면 전기차 보조가 아니고 죽이기가 되는거겠죠. 한 3년뒤 5천으로 내릴 수 있으면 좋겠네요.","15897990","2021-02-17 14:22:45","2021-02-17 14:27:29"
"봄이아빠","옵션질의 신기원을 보여주겠네요..ㅋㅋㅋ","15897990","2021-02-17 12:58:13",""
