"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"zo202","전 기름 가득 넣고 주행가능거리 1100 찍힐 때가 기분 좋습니다 ㅋㅋ","15344547","2020-09-03 11:27:04",""
"빈둥이 ^^v","겨울은 어떤가요??","15344547","2020-09-03 11:27:23",""
"상위일퍼센트","@빈둥이 ^^v님 겨울엔 310~340 사이를 왔다갔다 합니다.
그리고 지난 겨울엔 집밥이 없어 외식만 하느라 완충을 잘 못하긴 했어요. 거의 80%~93% 사이만 충전시켜서..","15344547","2020-09-03 11:34:49",""
"timeburglar","전게차 부럽습니다
/Vollago","15344547","2020-09-03 11:29:27",""
"tear","내연기관 플랫폼으로 만든 전기차도 나쁘지 않은데
왜 먼저 치고 나가지 않았을까요","15344547","2020-09-03 11:31:42","2020-09-03 11:31:52"
"Novonordisk","이차 사고 싶더군요. 전비가 너무 훌륭함.","15344547","2020-09-03 11:34:01","2020-09-03 11:34:09"
"bab1818","코나나 니로나 국산 ev들이 실주행거리가 공인주행거리보다 훨씬 상회하던데 정말 대단해요 ㄷ ㄷ","15344547","2020-09-03 11:34:56",""
"상위일퍼센트","@선생님 정확히는 모르겠는데 우리나라 기준이 되게 빡빡하다고 하더라구요","15344547","2020-09-03 11:35:58",""
"재민","아이오닉은 진짜 내연차 플랫폼을 억지로 뜯어고쳐 출시한 놈이란 생각을 못할 정도네요...","15344547","2020-09-03 11:36:11",""
"상위일퍼센트","@재민님 프리우스 경쟁모델로 연비만 생각한 디자인이라서 그렇다고들 하더군요","15344547","2020-09-03 12:15:32",""
"휴렛패커드","겨울이 문제지 않나요 ㅠ 히터틀면 광속으로 배터리 급감...","15344547","2020-09-03 11:36:57",""
"상위일퍼센트","@휴렛패커드님 주행가능거리가 30km 정도 줄어듭니다. 그래서 히터는 잠깐만 틀고 열선과 무릎담요로....","15344547","2020-09-03 11:38:56",""
"휴렛패커드","넵 전기차의 유일한 단점인듯 합니다. 뭔가 출력제한을 걸어놨는지 히터성능도 내연차에 비해 시원찮은 것 같구요.","15344547","2020-09-03 11:46:12",""
"머라이년캐리","니로ev 타는데 공인385인데 요즘엔 항상 완충하면 600정도 나오더라구요.
겨울엔 400정도로 떨어지고..","15344547","2020-09-03 11:39:13",""
"상위일퍼센트","@머라이년캐리님 저는 아이오닉이 참 맘에 드는게 제원상 주행거리가 딱 100만 더 나왔으면 좋겠어요 ㅎㅎ 나머지는 다 만족~","15344547","2020-09-03 11:47:46",""
"byrd75","이건 불 안나나요? 니로나 코나는 전기차 화재로 시끌하던데요","15344547","2020-09-03 11:45:28",""
"상위일퍼센트","@byrd75님 코나만 화재가 계속 발생하고 있죠. L사 배터리가 문제가 있다는 추측만 난무합니다. 코나만 국내에서 벌써 10건인가 그래요.","15344547","2020-09-03 11:46:47",""
"byrd75","@상위일퍼센트님 아.. 그렇군요... 저도 불타는 520을 가지고 있어서 남의 일 같지 않아서요 ㅎㅎㅎ 또 리콜 하나 날아왔던데 차를 바꾸든지 해야겠습니다 ㅠ","15344547","2020-09-03 11:48:17",""
