post_id,cmt_content,cmt_author,cmt_created_at
518821,복불복인거같아요 저는2년째 아무문제없이 잘타고있습니다 유지비도적게들고 스피드최고!ㅎㅎ 넘만족하구있어요^^,맥주I코나I인천,2020-10-16 18:52:00
518821,이제대명사가됫죠.. i3탄다면 그거키로수얼마안되는데.. 이거랑비슷하겟네요..코나탄다면 불난다메 지겹게듣겟네요,빵빵 I i3 l부산,2020-10-16 19:00:00
518821,우리나라 사람들이 얼리어닾더 기질이 있는지는 몰라도 이걸 우습게 볼게 아닌게요 폭스바겐도 디젤 한방에 갔죠 코나 불난걸 알고 이야기하는줄은 모르겠지만 제 지인도 전기차의 완성도에 대해 자꾸 이야기하네요,동막골I전북,2020-10-16 19:02:00
518821,회사사람들이 맨날놀려요ㅠㅠ 예비폭파범이라고,얌생ㅣ코나ㅣ안양,2020-10-16 19:37:00
518821,뭐 후회까지? 그냥 즐건 맘으로 타세요~,왕게임짱ㅣ코나ㅣ서울,2020-10-16 20:10:00
518821,저도 저희 고모께서 코나ev 타시는데 여쭤봤네요 ㅎㅎ 장기렌트시라 바로 반납하면 된다는군요,UnderI볼트I전북,2020-10-16 21:40:00
518821,저도 불자동차라고 놀림받는중이에요.,올레꾼I코나I청주,2020-10-16 22:45:00
518821,주변 친구들은 놀리고 부모님은 걱정하십니다 ㅋㅋ 다른 일반인들은 안좋게 보겠죠... 이맛에 현대 탑니다,지쓱I불나I경기도,2020-10-16 22:48:00
518821,허걱,사미드I볼트evI화성,2020-10-16 23:10:00
518821,회사에 코나전기차있는데 옆자리주차하는거 왠만하면피합니다 ;;,djdhdui,2020-10-17 01:14:00
518515,역시 BMS 문제였군요,푸른마차l코나evl서울,2020-10-16 07:12:00
518515,한국만 배터리 문제임...아니 문제여야함.... 그냥 배터리가 문제야~~~,수녕군IM3I서울,2020-10-16 07:13:00
518515,"첨부 snapshot상의 “issue”항목을 다시 보니, 확정적 표현이 아닌 가능성 표현 “could be”을 쓴것 같습니다.",푸른마차l코나evl서울,2020-10-16 07:34:00
518515,아!!몰라!!! 무조건 배터리야!! 뭐 이런식이죠.. 기레기들은 그냥 받아쓰기만 하고있고..,할배온l볼트EVl경기,2020-10-16 10:19:00
518515,역쒸...,케니I볼틀I세종,2020-10-16 12:55:00
518515,BMS 자체 조달이었죠? 엘지가 소송전에서 유리해지고 현대가 동줄이 타든가 말든가왜 국내 겅제리콜명령 안해주냐말이다주변에 코나 전기차 타는 지인이 몇명인데다들 불안해 하는듯,봘트lBOLTSOULl제주,2020-10-16 07:15:00
518515,와 ...ㅆ,로로l코나l하남미사,2020-10-16 07:16:00
518515,우리나라 국토부에서 얘기한배터리 셀 불량이란 말은 캐나다에서 쏙 들어갔네요,블랙쿱I코나l경기,2020-10-16 07:31:00
518515,원래 재들은 투명 단순 명확 합죠..,케니I볼틀I세종,2020-10-16 07:37:00
518515,글쳐.. 우리 공무원들도 좀 배웠으면요...,케니I볼틀I세종,2020-10-16 07:47:00
518515,정확한 조치에 경의를,사미드I볼트evI화성,2020-10-16 08:04:00
518515,,케니I볼틀I세종,2020-10-16 08:18:00
518515,잡소리 나올여지를 최소화해서 깔끔하게 처리하는군요.,바람사자I볼트EVl부경,2020-10-16 08:15:00
518515,교체해서 저 문제 생길 것 같아 불안하네요,또또l코나l경기,2020-10-16 08:17:00
518515,근데 너무 해석을 잘못하신듯하네요..결과적으로 만충후에 배터리가 쇼트 될수 있다는 의미로 적혀있네요.계속 과충전된다는 의미가 아닙니다.,홀홀홀,2020-10-16 08:29:00
518515,근본적인 원인은 BMS 문제네요,은우빠빠I모델3I인천,2020-10-16 09:26:00
518515,선진국 답네요,은우빠빠I모델3I인천,2020-10-16 09:25:00
518515,,케니I볼틀I세종,2020-10-16 10:35:00
518515,우리 국토부는 발표만 해놓고 대책은 없네요.,둘둘2020,2020-10-16 10:00:00
518515,그 발표도 현대에서 쥐어준거로 발표.,땅콩I볼트evI서울,2020-10-17 15:44:00
518515,소송이답,jian 코나 충남,2020-10-16 10:53:00
518515,일부 배터리에서 완전 충전이된걸 BMS가 못알아보는 불량을 의심하는 군요. BMS로 잘 해결되면 좋겠습니다. 결과적으로 한국이나 캐나다나 리콜내용은 거의 유사한 것 같네요.,스카이신규,2020-10-17 10:05:00
518515,"역시 흉대, 현토부.. ㅉㅉ 이와중에 까페에서 물타기하는 흉빠&대응팀. 이글에 왕모씨, 병모씨가 댓글 안다네요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",땅콩I볼트evI서울,2020-10-17 15:43:00
518515,,케니I볼틀I세종,2020-10-17 15:52:00
518395,니로는 걱정없잖아요,로또대디I니로EVI당진,2020-10-15 19:36:00
518395,아직 니로가 없긴한데..여러가지로 걱정 스럽습니다..장거리도 많이 뛰고 있어서 배터리 과부하 걸리는거 아닌가..싶기도 하고요,허이호이 니로 경기도,2020-10-15 19:39:00
518395,ㅎㅎㅎ,로또대디I니로EVI당진,2020-10-15 19:39:00
518395,다행 입니다~,어리숙니로김포,2020-10-15 19:39:00
518395,코나 오스트리아 주행중 1건 있었습니다.,양키보살I볼트I대구,2020-10-15 20:01:00
518395,고압 배터리팩에 쓴 비절연 냉각수는 스며들 경우 언제든지 폭발의 우려가 있다네요.니로가 화재가 없는건 차체높이가 코나보다 높고 배터리 마진율 높고 엘쥐에서 완제품을 납부했다는 점이긴한데 코나는 위험하고 니로는 안전하다는 생각하다 골로 가요,쏭윤이ㅣ코나ㅣ전북,2020-10-15 20:10:00
518395,Sk요,근육이IKEI서울,2020-10-15 20:38:00
518395,작년엔가 sk로 바뀌지 않았나요?현기가 만든건 신뢰가 안가서 조심하는게 좋아요,쏭윤이ㅣ코나ㅣ전북,2020-10-15 22:12:00
518395,니로는 SK요,근육이IKEI서울,2020-10-16 00:37:00
518395,코나는 외국에서 충전중이 아닌 그냥 주차중에 불난거 있었어요,루루32l니로l경남,2020-10-19 09:13:00
518395,그래도 운행중이 아니라서 다행이네요,허이호이 니로 경기도,2020-10-19 10:37:00
