"post_id","cmt_author","cmt_content","cmt_created_at"
"6973766948","핫갈릭반반","쌍커플하고 엉덩이 보형물 넣고","2024.04.28 21:16"
"6973766948","ewqasdzx","충전 컨트롤 유닛의 결함을 0%로 만들면 그건 전세계 제조사 차종 무관 없이 1탑을 달릴 걸요굳이 비교하자면... 절대 엔진오일 누유가 발생하지 않는 터보차저를 사용하는 파워트레인....과 맞먹는 얘기라서","2024.04.28 21:16"
"6973766948","프레젠트퓨처","ewqasdzx 그러고보니 그렇네요..그래도 지금처럼 불안정하게는 말고 ㅠㅠ (근데 충전 업체들 문제도 크다고 하더라구요)","2024.04.28 21:28"
"6973766948","ewqasdzx","프레젠트퓨처 어디선가 먼 미래에서 딸깍 수준으로 1cm 크기의 딸깍 칩셋을 가져와서 만들었다면...............후.... 닥터 스트레인지가 필요한 시점임","2024.04.28 21:29"
"6973766948","qwertyu","와 눈이랑 밑에 조금 만졌는데 환골탈태네..","2024.04.28 21:16"
"6973766948","발렌시아","스포티지 투싼봐도 ccnc가 중요한건 아님오로지 디자인이 0 순위","2024.04.28 21:17"
"6973766948","지잡대생","발렌시아 근데 나도 차볼때 그냥 디자인만 먼저 보고사는데 걍 현기차가 뭐 다 똑같지 이러고","2024.04.28 21:24"
"6973766948","드포스바","엉덩이 좀 빵실하게하고 쌍수만 하면 뜬다.","2024.04.28 21:21"
"6973766948","지잡대생","씨발 개쌛스","2024.04.28 21:22"
"6973766948","선행善行","ccnc 이거 구형에는 왜 안넣어줌요????????????????????????????????????????소프트웨어 업글이라 그냥 해줄만한데...?","2024.04.29 09:50"
"6968792017","빨팅어","페리오닉5 진짜 완전체라고 생각함ㅋㅋ","2024.04.27 12:57"
"6968792017","30년째모태솔로","빨팅어 ㄹㅇ 페리오닉 사고픔","2024.04.27 12:58"
"6968792017","발렌시아","택시 이미지가 좀 치명적","2024.04.27 12:57"
"6968792017","30년째모태솔로","발렌시아 아 이건 ㅇㅈ ㅋㅋㅋㅋ 아이오닉보고 이쁜데하다가 거창사과 광고판 붙은 택시보니까 팍 식음ㅋㅋ","2024.04.27 12:58"
"6968792017","발렌시아","30년째모태솔로 같은값을 주더라도 테슬라는 뭔가 즌기 프리미엄 느낌있긴한데 아이오닉은 그냥 개텍 이미지가..","2024.04.27 12:59"
"6968792017","더크리","발렌시아 [삭제된 댓글입니다.]","2024.04.27 13:01"
"6968792017","발렌시아","더크리 택시모델 안좋게 보는사람은 많음","2024.04.27 13:02"
"6968792017","톰캣","더크리 테슬라 전기 프리미엄 발언에 부랄 탁쳐지네ㅋㅋㅋ","2024.04.27 13:03"
"6968792017","발렌시아","톰캣 3자 입장에서 생각임 나름 1억대라인업 있고메이드인 usa는 가격이 좀 있는데뭐그람 젓밥 엔트리입니까?","2024.04.27 13:06"
"6968792017","30년째모태솔로","톰캣 물론 난 테슬라 타본입장에서 테슬라vs아이오닉 하면 아이오닉 타겠지만, 회사사람들이 테슬라탄다고하면 비싼차탄다고 봄 ㅋㅋ","2024.04.27 13:13"
"6968792017","승격기원","페리오닉5 좋아보이던데","2024.04.27 12:57"
