"post_id","cmt_author","cmt_content","cmt_created_at"
"7286112739","아디오링","자녀생기고 기변을 해도 되는거면 모3가셔도 될거같은?","2024.07.25 10:27"
"7286112739","나무꾼3호","아디오링 아오5타다가 ev3사기 vs 모델3타다가 모델y사기 이런느낌이에여","2024.07.25 10:33"
"7286112739","ZZIT","자취중이고 완속 못맥인다는걸 봐선 집밥 없다는건데 냉정하게 굳이 전기차여야만 할 이유가..","2024.07.25 10:36"
"7286112739","나무꾼3호","ZZIT 집밥 없어도 유지비 측면에서 차이가 많이 나서요 ㅜ연 2만키로에 유류비, 엔진오일 2회 교체하면급속 할인카드맥이는거에 한참 못 비비더라구여","2024.07.25 10:54"
"7286112739","ZZIT","나무꾼3호 집밥 있고 회삿밥 없으면 잘때 집에서 충전하는걸로 어지간하면 해결되지만 집밥 없는데 휴일에 어디 나가야한다? 충전때문에 회사 갈수는 없는법","2024.07.25 10:58"
"7286112739","나무꾼3호","ZZIT 회사는 주5일 출근,, 휴일전 출근때 충전을 할거같슴다 ….!","2024.07.25 11:01"
"7265019931","이또롱","기변보다 시공이 더 싸게 먹히긴 함ㅋㅋ","2024.07.19 10:11"
"7265019931","박말자","패밀리카로 쓰시는거면 아5기변ㄱㄱ재고오닉 잘주우면 신차도 될듯1.2명 타는거면 통풍시공 하시는게 낫고","2024.07.19 10:21"
"7265019931","BVB로이스","박말자 둘이 타고 다니니 그냥 통풍 해야겠씀 ㅠㅠ","2024.07.19 10:45"
"7265019931","황그팅랜어져","난 오히려 모3 가려는데 유색이 많이 업네..ㅜ","2024.07.19 10:33"
"7265019931","민트빠네덮밥","푸조 e208 ㄱㄱ","2024.07.19 11:14"
"7206318158","봄이예요","원래 고장이라는게 종종 센싱으로 적발 안되는게 있을 수 있으니 킹쩔수 없음 ...사람도 예방검사나 증상으로 모든 질환이 발견되먼 얼마나 좋겠어..그냥 운 없었네 퉤 하고 넘겨버리는 수 밖에...그래도 그 전글 링크 보니까 친구가 감 좋아서 문제점 미리 잘 찾았네","2024.07.02 20:23"
