id,title,content,likes,url,author,views,created_at,updated_at,from
17393658,하이브리드 차량은 화재 위험도가 어떤가요?,하이브리드 차량도 용량은 적지만 배터리가 들어가잖아요?전기차와 비교했을 때 사고로 인한 화재 발생시 위험도는 어떨지 궁금합니다.아직 그와 관련된 기사는 접하지 못해서요,0.0,https://www.clien.net/service/board/cm_car/17393658?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=6&sort=recency&boardCd=&isBoard=false,goodmorning,12481,2022-07-10 23:02:19,,clien
17351053,"기아, 신형 '니로 EV' 중국산 배터리 첫 장착","기아가 '니로 EV' 신형 모델에 '닝더스다이(寧德時代·CATL)'의 리튬이온 배터리를 장착한 것으로 확인됐다. 기아가 내수용 차량에 중국산 배터리를 장착한 것은 이번이 처음이다. 앞으로 미국을 제외한 수출용 모델에도 확대 적용할 계획이다. 국내 배터리 업계에선 한국 시장에서는 중국산 배터리를 찾아볼 수 없었던 터라 기아의 이번 선택이 중국 경쟁 회사 제품이 한국 시장에 본격 진출하는 신호탄이 되는 것 아니냐며 긴장하고 있다. 게다가 LG에너지솔루션의 배터리가 탑재될 것으로 알고 계약했던 일부 소비자들은 ""속았다"", ""취소한다""며 분통을 터뜨리고 있다.21일 업계에 따르면, 기아는 7일 출시한 준중형 전기 스포츠유틸리티차(SUV) 신형 니로 EV(프로젝트명 SG2)에 중국 CATL의 64.8㎾h 용량의 삼원계(NCM·니켈코발트망간) 리튬이온 배터리를 넣었다. 구형 니로 EV는 SK이노베이션(현 SK온) 배터리가 들어가 있다.당초 기아는 신형 니로 EV 개발 단계에서 LG에너지솔루션의 배터리를 탑재할 계획이었다. 니로 EV 사전계약 안내책자에도 공급사가 명시되지 않았지만, LG에너지솔루션의 주력 제품인 '리튬이온폴리머' 배터리라고 적혀 있다. 하지만 실제 들어간 CATL의 NCM 배터리는 '리튬이온' 배터리다. 성능 상 큰 차이는 없지만, 규격이 다른 것이다. 게다가 리튬인산철(LPF) 배터리를 주로 만든 CATL이 NCM 배터리를 한 차종에 대량 생산하는 것은 이번이 처음이다. 품질이나 안전성이 입증되지 않은 셈이다.CATL 배터리 탑재로 니로 EV의 주행 성능에 대한 걱정도 쏟아지고 있다. LG에너지솔루션이나 SK온의 경우 에너지 밀도를 높이기 위해 니켈 비중을 높인 'NCM811(니켈8:코발트1:망간1)' 배터리를 주로 공급한다. 하지만 니로 EV에 장착된 CATL 배터리는 코발트 비중이 높은 '구형 배터리'인 것으로 전해졌다. '하이 코발트' 배터리는 저온 상태에서 충전 속도를 높이는 장점이 있지만, 에너지 밀도가 낮아 효율성이 떨어진다는 평가를 받고 있다.이에 대해 기아 관계자는 ""CATL 배터리가 (기아의) 내부 품질 기준을 충족했고, 공급 여력도 충분하다고 판단해서 국내산 배터리 대신 선택했다""며 ""배터리도 반도체 못지않게 수급이 어려운 상황이라 공급선 다변화 차원이라는 이유도 있다""고 설명했다. 반면 현대차그룹과 기아 내부 사정에 정통한 관계자에 따르면 '원가절감'도 중요한 이유로 꼽힌다. 니로 EV 공급 업체 선정 당시 CATL이 경쟁사보다 훨씬 낮은 금액을 제시했다는 것이다. 기아 관계자는 ""기밀 사항이라 확인해 줄 수 없다""고 답했다.",12.0,https://www.clien.net/service/board/news/17351053?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=6&sort=recency&boardCd=&isBoard=false,알게뭐야,20517,2022-06-23 14:36:53,,clien
17280329,펌) 고속도로 휴게소 전기차 충전소 근황.jpg,"전기충전소 E-pit에 포터, 봉고 EV들이 많군요 ㅇㅁㅇ 저리 장거리 뛰는 전기트럭들이 늘어나면서 E-pit에 차량제한 둬야하지 않냐고 이야기도 나오나봅니다 ㅇㅅㅇ...",1.0,https://www.clien.net/service/board/park/17280329?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=6&sort=recency&boardCd=&isBoard=false,히타기새,18263,2022-05-26 01:55:52,,clien
17139385,가성비 전기차 뭐가 있을까요?!?,"맨날 카니발 가솔린으로 왕복 80km 출퇴근을 하니올해만 벌써 기름값만 100만원 넘게 썼네요 ㅠㅠ전기차 동호회 들어가서 눈팅해보니가성비 전기차로 니로ev를 꼽던데,3000만원대 더라구요. 전기차는 전자제품이라 당연히 신차 사는 게 좋을테지만,대기도 너무 긴 상황에 중고로 눈이 돌아갑니다 ㅎㅎ전기차 선배님들 추천해주실 만한 차 있을까요? (예산 2~4천)그리고 중고로라도 지금 구입할만한 전기차가 있을까요?데일리 왕복 80km이고, 월2000km정도 타는 듯합니다!안막히는 고속도로 주행이 80%정도 됩니다.아파트 지하주차장에 스타코프 차지콘이 있어서 충전은 가능할 환경입니다!",0.0,https://www.clien.net/service/board/cm_car/17139385?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=6&sort=recency&boardCd=&isBoard=false,로드스터욤,6903,2022-03-29 14:33:49,2022-03-29 14:36:25,clien
16804859,"[단독] 현대차 아이오닉 5, 내년 1분기 중 배터리 업그레이드..40㎞ 이상 더 간다","23일 업계에 따르면 현대차가 아이오닉 5 롱레인지에 탑재되는 배터리 용량을 기존 72.6㎾h에서 77.4㎾h로 업그레이드한다. 인증 후 양산 시점은 2월 말로 예정돼있지만, 부품 수급 및 생산 일정 조정 과정에서 다소 연기될 가능성은 있다. 앞서 현대차는 이달 중순경 북미 시장에 아이오닉 5를 출시하면서 롱레인지 트림에 탑재되는 배터리를 77.4㎾h로 상향 조정한 바 있다. 이미 생산 경험이 있는 만큼 국내 업데이트도 당초 일정대로 진행될 가능성이 높은 것으로 업계에선 내다봤다. 50㎾h 정도 배터리 용량이 상향되는데, 효과는 긍정적이다. 72.6㎾h 배터리를 탑재한 현행 아이오닉 5 롱레인지의 주행가능거리는 최장 429㎞(19인치 타이어 기준)다. 하지만 77.4㎾h 배터리를 탑재한 북미한 아이오닉 5의 항속거리는 303마일(약 488㎞)로 인증 받았다. 미국 기준이 한국보다 다소 느슨하다는 점을 고려해도 약 60㎞ 이상 더 달릴 수 있다는 계산이 나온다. 국내 인증 주행거리는 480㎞대 전후가 될 전망이다. 아이오닉 5와 같은 플랫폼(E-GMP)에 77.4㎾h 배터리를 장착한 기아 EV6의 주행거리가 475㎞(19인치 타이어, 빌트인캠 미장착)여서다. 아이오닉 5와 EV6의 제원이 대동소이한 만큼, 배터리 용량을 늘린 아이오닉 5 역시 EV6와 비슷한 주행거리 인증을 기대할 수 있다.",3.0,https://www.clien.net/service/board/news/16804859?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=7&sort=recency&boardCd=&isBoard=false,빌헬름-폰-라이샌더,30058,2021-12-23 22:42:37,,clien
16654319,시조새 시절부터 시작한 전기차 4대 사용기,"요즈음 전기차를 많은 분들이 구입하시고 또 구입 예정이신 것 같아참고가 될까하여 전기차 시조새 시절부터 운행했던 차량 사용기를 간단히 올려봅니다질문 있으시면 받아드립니다.1.코나EV-구입계기전기차 충전기도 없지만 궁금한 건 못 참아서 1900만원에 신차 출고가능한 (구)아이오닉을 계약하고 기다리던 중 혁신적으로 400km나 간다는 코나EV 출시 소식을 듣고 출고하게 되었습니다.-비용선루프 빠진 풀 옵션 5000만원에서 보조금 1700만원 적용하여 3300만원에 출고하여1년반정도 신나게 잘 타다가 테슬라 모델3 출고로 3250만원에 판매했습니다 (화재이슈 전) -승차감소형 SUV의 통통튀는 승차감이지만 배터리로 인해 차체가 꽤 무거워서 내연기관 코나보다는 훨씬 주행감이 좋은편이고 200마력에 더불어 높은 토크빨로 시원한 가속능력이 일품입니다. (1.6T 엔라인 엔진보다 마력은 비슷하고 토크는 월등)-장점당시로써는 혁신적인 주행 거리와 현대의 매우 정확한 전비2년간 무제한 충전카드 프로모션 -단점현대 i30와 같은 섀시라서 현행 아반떼 보다 좁은 실내, 특히 2열과 트렁크가 매우 좁아요.전기차에 절대 장착하면 안되는 넥센 AH8이 순정 타이어라 조금만 악셀을 빨리 전개하면 슬립이 여지없이 일어나서 저는 미쉐린 프라이머시로 교체하고 만족했습니다.B필러 소음있는 차량이 있는데 다 뜯어서 용접이 필요합니다.무엇보다 배터리 화재이슈가 제일 큰 단점입니다.-결론코나보단 조금 더 넓은 니로가 좋겠지만니로보다 훨씬 저렴한 가격에 배터리 교체된 코나를 사시는 것도 좋을 듯 합니다2.레이EV-구입계기코나를 몰면서 거의 공짜로 타는 전기차 신세계를 맛보고 세컨카도 전기차를 사야겠다는 마음을 먹고 이상하게 인기가 없어서 가격도 저렴한 레이가 눈에 들어왔네요. 인기가 없어서 중고가 600에도 안 팔리던 때가 있었죠 마침 휘발유 레이를 팔고 전기 레이를 사면 아내한테도 안 들키고 딱 좋습니다.-비용제정신이라면 이 가격에 살 사람이 있을까 하는 등록증에 찍힌 차대가격 부가세 제외 4102만원, 기아에서 생각해도 비싸다고 생각했는지 공식 가격을 3500만원으로 인하했네요.저는 중고로 730만원에 구입하고 인기가 많아져서 당시 시세보다 저렴하게 800만원에 판매했습니다.-승차감레이에서 레이로 바꾸었으니 승차감은 정말 똑같네요-장점유지비가 0에 수렴하는 최고의 동네 마실용 차량 (경차라 취등록세도 면제) 15kw 배터리라 충전시간이 짧고 주행거리도 80~100km로 짧아요가성비 전기차로 소문이 나서 중고가가 상승했습니다.-단점5년보증이 지나고 OBC가 고장나면 차를 버려야합니다 정도는 아니지만 완속충전 구성부품인 300만원짜리 OBC가 고장나면 완속 충전이 불가합니다. 차데모로는 급속충전이 가능하지만 완충도 안되고 없어지는 규격이니 문제이고, OBC는 징후도 없고 거의 랜덤하게 고장납니다.저는 다행히(?) 보증 1개월 전 고장나서 신품으로 교체했는데 사업소에 가면 발주를 넣고 주문제작해서 보내주는데 1-2달 걸립니다.또 내비액정 터치 오류가 고질병 인데요 서비스 모드로 들어가서 영점 맞추어 주면 되는데증상이 잦다면 완전히 고장날 수도 있습니다. -결론OBC 교체이력이 있는 레이를 사세요, 하지만 또 고장날지도...조금 보태서 BMW i3를 고려해 보시는 것도....3.테슬라 모델3 롱레인지-구입계기당시 F80 BMW M3를 탔는데 같은 420마력에 가격은 절반도 안되는 너무나 저렴한(?) 가격에 이끌려 구입했습니다-비용모델3 롱레인지 6239만원에 보조금 1400적용하여 4800만원에 구입했습니다.-승차감달구지입니다. 400마력 이상의 파워트레인을 감당해주려니 서스펜션은 단단할 수밖에 없고 이렇게 무작정 단단하면 안되니 시트는 소파같이 큼직하고 두껍고 물렁물렁 합니다.스포츠 주행을 좋아하는 사람에게는 엄청나게 만족할 수 있겠으나 가족용 패밀리카를 위해 구입한 사람에게는 앗차 싶을수도 있겠습니다.이런 조화가 나쁘지는 않으나 친구가 타면 오~ 테슬라다 하고 주행을 좀 하고 꽁깍지가 조금 벗겨지면 승차감은 안좋구먼 이라는 반응이 여지없이 나옵니다.-장점파워트레인 대비 너무나 저렴한 가격과 깔끔한 미니멀리즘의 실내그리고 지금은 없지만 출시초기의 굉장한 하차감완성차 업체 최고의 OTA SW타이어가 미쉐린 MXM4 인데 매우 좋았습니다 현재 시점 출고가 이상의 중고가격, 구입가격에 내놓으면 전화기에 불납니다-단점테슬라 참 애증의 차량인 것이 모든 능력을 파워트레인과 소프트웨어에 몰아넣고 디테일과 꼼꼼한 만듦새는 기대를 하지않는 것이 좋으며 주행에 치명적인 문제는 없는데 세세한 문제가 있습니다.시트조절 버튼 수리를 위해 방문했는데 처음엔 이상없음, 버튼교체 2번, 케이블교체 1번, 총 네 번의 방문이 필요했습니다지인의 모델3 시트는 플라스틱과 시트가 벌어지는데 몇 번을 고쳐도 그대로입니다.쿼터유리가 C필러와 단차가 있어서 간단히 수리는 안되고 일단 제거를 하고 중국에 주문하여 정확하게 맞추었더니 이제는 문짝과 단차가 안 맞습니다. 애초에 문짝 단차에 맞추느라 일부러 조립을 잘못 한거죠. 타는데 지장은 없습니다. 세세한 문제죠.창문을 열고 문을 닫으면 오잉? 할 정도로 문짝 안에서 유리가 덜렁덜렁 거리는데 서비스에 입고하면 다른 차량도 그렇다고 보여줍니다. 정말 다른 차도 그렇네요.80%의 일반적인 사람들은 모를 수도 있는데 20%의 예민한 사람들은 현대나 벤츠에서 느끼지못한 세세한 점이 신경이 쓰일 수도 있습니다. 차는 참 좋습니다..또 하나의 제가 느끼는 단점은 실주행거리가 터무니 없이 적습니다공인 주행거리가 400km 는 넘어야 하는데 여름 겨울 상관없이 300-350km 남짓입니다.카페에서 보면 500km 간다고 하지만 일단 현대 기아 차량을 제 스타일로 다 타보면 국산차량은 주행 거리만큼 가는데 테슬라는 공조 온도문제, 히트펌프를 감안 하더라도 여름철 또한 못 미칩니다. 리프레시는 좀 낫겠지요차가 고장인가 싶어 최대한 살살 다녀보면 또 450km은 나오는데, 제 기준 적당히 달리는 정도가 300-350km정도 주변 사람들도 물어보면 비슷한 수준이고모델3로 풀악셀만 밟는다는 동생의 경우 180km정도가 주행거리입니다. (저는 못봤는데 그러면 엔진과열 뜬다고)제가 그렇다고 과속을 하느냐.. 그렇지 않은게 아이오닉은 500km 갑니다..아마도 테슬라로 500 다니시는 운전 스타일라면 아이오닉으로 600 나오실겁니다.-결론스포츠 주행을 좋아하시고 성격이 무던한 분에게는 딱이지만 배기음은 없어요차는 진짜 좋고 저도 만족했습니다4.아이오닉5-구입계기동생 아이오닉 출고 구경갔다가 아무 생각없이 아이들도 크니 내년에는 큰차로 바꿔야지 하고 계약했다가 두달 만에 출고된다고 해서 테슬라 판매하고 계산기 두드려보니 천만원이 남아서 출고 결정-비용2륜 익스클루시브, 플래티넘, 컨비니언스, 컴포트2, V2L 왠만한 것 다 넣고차량가격 5548만원에 개소세 할인과 보조금 1350만원 적용하여 3900만원에 출고했습니다.-승차감E 클래스, 그랜저 보다 넓은 실내에 승차감은 거의 그랜저 급입니다.스포츠 주행은 불가능 하지만 3미터의 넉넉한 휠 베이스와 바닥에 깔린 배터리에서 우러나오는 묵직하게 가라앉고 소프트한 승차감이 전기 패밀리카로는 적당한 것 같습니다.서스펜션이 아무리 좋아도 승차감은 기다란 휠베이스를 이길 수는 없지요.-장점스포츠 주행, 파워 트레인만 어느정도 포기하면 얻을 수 있는 여유로운 실내공간3000만원대에 이 정도 실내 공간에 이런 만듦새는 전세계에 없습니다200마력 이지만 토크가 높아 일반인 수준 답답하지 않은 펀치력정신차렸는지 순정으로 미쉐린 프라이머시 올시즌 타이어 장착 -단점가격대에 너무나 잘 맞춘 실내 재질시트만 조금 더 좋고 실내 트림만 조금 더 좋으면 아. 제네시스 겠구나-결론테슬라 대신 아이오닉을 사서 비자금 천만원 생김내년부터 배터리팩 2개 추가되어 77kw 로 나옵니다 (7%상승)",36.0,https://www.clien.net/service/board/use/16654319?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=7&sort=recency&boardCd=&isBoard=false,조알로하,24025,2021-11-03 17:22:16,2021-11-23 11:46:07,clien
17840533,전기차 화재 도찐개찐일까?,"작년 아이오닉 가드레일 충돌 사고 화재 vs 이번 테슬라 가드레일 충돌 사고 화재 둘다 한번 불이나면 수조에 담그지 않고서는 진압이 어렵습니다. 아무리 배터리팩을 감싸도 결국에는 터진다. 그래서 점화가 된 이후에는 도찐개찐 일수 있죠. 하지만 다른 고성능 내연차들처럼 달리던 차가 저절로 불이난 것도 아니고..점화되기 까지의 과정도 다른 전기차와는 달랐습니다. 즉, 충돌하자마자 모든 배터리팩이 동시에 임계치를 초과해서 바로 터지지 않았고, 순차적으로 터지면서 발화되고 점화가 되었습니다. 그 차이로 인해 생명을 구할 시간이 주어졌고 주변피해상황을 최소화 할 수 있는 시간이 생긴겁니다. 사고로 인해 화재가 발생했을때 어떤차가 안전한 차일까요? 단순히 전기차가 화재가 났다. 그러니 모든 전기차는 살인자동차다... 이건 에디슨이 교류는 살인전기다 라고 했던 것과 무엇이 다를까요? 화재는 방치하면 내연차 전기차 상관없이 모든 차가 도찐개찐이고 주변피해가 커지기 마련입니다.",0.0,https://www.clien.net/service/board/cm_car/17840533?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=5&sort=recency&boardCd=&isBoard=false,울프야드,7161,2023-01-10 18:52:33,,clien
17811507,아반떼 스포츠에서 기변하고 싶습니다.,"안녕하세요.아는 동생이 술 먹다가 고민한답시고 넋두리하는 걸로 생각해주세요.여긴 굴당이니깐요... 차에 대한 고민거리이니 이해해주세요. ㅠㅠ큰일났습니다.제 눈에는 멋진 외관 덕분에 사진 찍기 일쑤였고, 이곳 저곳 깨끗하게 관리하던 차량인데...요즘 이 녀석이 멋져 보이지 않습니다. 싫증이 났나 봅니다.아반떼 스포츠 18년 9월식 차량. 12만키로를 향해 달려가고 있습니다.9만키로 넘어가면서 자동 세차 돌리기 시작했고 (이렇게 편할 수가)고급유만 넣다가 11월부터 일반유로 넘어왔습니다. (유가가 떨어지면서 유류비 절감이 체득되면서 만족도 상승 오히려 좋아...)차에 대한 애정이 점점 식고 있는 것 같아요.취업하고 아버지 차량 물려 받아 타다가 일시불로 결제하고 그렇게 기뻐하던 저였는데 말입니다.그래도 운전할 때면 아니 아직 이렇게 좋은 차를 바꾸겠다고? 하며 좀 더 타겠다고 다짐을 해봅니다.하지만 이것도 쳇바퀴 굴러가듯 반복될 뿐입니다.기변하고픈 차량은 더K9, G70, 스팅어, 머스탱, 카마로 등 소위 한 가닥?하는 차량들로늘 머릿속을 맴돌고 있지만 현실적인 벽?도 있고, 기변을 한다 해도 5년 정도 타고 나면 또 바꿀 것 같아서 (마흔살까지)합리적인 가격의 출퇴근용+펀카로 생각을 다시 바꿔보았습니다.그래서 최종 후보로는(이라고 쓰고 2022년 한정... 내년에 또 바뀔 수도ㅠㅠ) 3종류입니다.최종 결정자는 와이프이기에? 대장께 물어보았습니다.와이프의 답변은,(아반떼 스포츠 대비 나은 점을 상세하게 말한 게 먹혀들었나 봅니다.)마치 아반떼N 밈과 같은 상황이랄까요? i30 N Line이라는 차량은 지금 타고 있는 아반떼 스포츠랑 같은 1.6터보로써 200마력이 넘고,아반떼보다 차가 짧아서 코너링이 더 좋은 차야.아! 지하주차장에 있는 i30은 1.4T차량이야. 전면 범퍼 모양이 다르지? 아예 다른 차량이야.파노라마 선루프, 전좌석 전자동 윈도우 스위치가 들어가고 스탑앤고가 되는 스마트크루즈컨트롤에 오토 하이빔도 되고, 전면 유리가 자외선 차단이 되며, LED 라이트가 되고 SUV처럼 짐 싣기 편하다. 등등이 가격에 준중형에 이런 옵션이 들어간 건 i30가 유일하다를 어필했습니다.그런데 아반떼에서 또 아반떼 탈 거야? 평생 아반떼만 탈 거야? 여기에서 발끈벤비에도 고성능 차 있지 않아? 그거 사지 왜?? (반값이라고 어필했습니다.)독3사 사도 되는데 아직은 국산차 탄다고 했으니 이거 사! (미래를 위해 한 발 물러났습니다.) 제 마음은 이렇습니다.고민할 게 뭐 있어? 이왕이면 새차! 무조건 아반떼N이지!좋아! 10만원 들고 바로 계약서 쓰러 가자! (회사 바로 앞에 지점이 있어요...)하지만 금리가 6.9%정도이고, 1월에 또 +1.5% 올린다는 말이 있습니다.내려갈 줄 모르는 금리 미쳤습니다 ㅠㅠ (올 초 팰리 살 땐 3퍼 남짓이었는데 말입니다.)그리고 연 3만키로 정도 타고 있는 상황에서 장거리가 많기 때문에 주행 보조의 부재가 아쉽습니다. (구아스와 같은 일반 크루즈입니다.)내년에 페리 소식이 있고, 최근 굴당에서도 페리 N으로 추정되는 위장막 차량이 등장하면서페리 모델에는 옵션 강화(크루즈 포함) 상품을 기대하고 있습니다.요새 현대기아가 잘 하고 있는 연식 변경하면서 출고가 몇 백만원 올리기?를 생각하면 현행 N을 사는 게 현명할 수도 있지만요.중고 가격이 나름 괜찮은 것 같고, 단종된 지 얼마 안 돼서 연식/주행거리가 나름 적당한 매물이 아직 있다는 점.코로나, 반도체, 금리 영향으로 신/중고차 시장이 빙하기이지만2-3개월 내로 빙하기가 풀리면서 중고차 시세가 정상화가 된다면 접근하기 더 수월해질 것으로 생각하고 있습니다.그리고 디자인이 취저이고 아반떼 스포츠 대비 옵션이 풍부한 점이 메리트라고 생각하고 있습니다.아스 구매 당시 i30 1.6T와 많은 고민 끝에 가격 메리트(재고 400 할인)로 아스를 구매했던건데 (18.09당시엔 N Line이 없었어요)유럽 주력 모델인 i30은 동급 대비 품질이 좋을 수 밖에 없던 차량이었고,당시 그랜저IG와 같은 스마트키 모양에 IG 못지 않은 옵션을 넣어주었기 때문에구매 당시에도 아스보단 i30이 신형 차량의 느낌이 강했습니다.아반떼 대비 i30은 0.5등급~1등급 업글이라고 생각하면서도 옆글 같아서 살짝 고민이 됩니다.굴당분들께서 아반떼N과 i30 N Line 두 차량만 보면 대부분 아반떼N에 손을 들어줄 것 같습니다. (나름 굴당 비공식 차량 아삼공)다음 차가 전기차가 아닌 이상 왠지 내연 기관 마지막 차량이 될 것 같습니다. (이렇게 쓰고 보니 그러면 아반떼N인데?)제가 고민하고 있는 부분은긴 글 읽어주셔서 감사합니다.구아스(익스트림셀렉션), 아삼공 가격표입니다.다시 봐도 구아스 대비 아삼공 옵션은 정말 좋네요.",2.0,https://www.clien.net/service/board/cm_car/17811507?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=5&sort=recency&boardCd=&isBoard=false,브라우니물어,7550,2022-12-27 16:36:34,2022-12-27 16:38:37,clien
17775100,전기차는 타기가 정말 두렵군요.,전기차에 화재가 발생했을때 현재알려진 유일한 진압방법은 차체를아예 들어올려 이동형 수조에그냥 빠뜨리는 것이랍니다.그렇지 않으면 아무리 물을 들이부어도쉽게 꺼지지 않고 최대 7시간까지나탄다고 합니다.요즘 나온 전기차는 문을 열 수 있는손잡이도 안쪽에서 열어줘야 외부로튀어나오는 거라서 외부에서 쉽게잡고 열기도 힘듭니다.일단 한번 전기차에서 화재가 발생하면화재가 순식간에 차량 전체로 번져서빠른 시간내에 문을 열고 탑승자를구해내지 못하면 탑승자는 말그대로산 채로 차 안에서 불에 타 죽는 끔찍한일이 발생합니다.전기차 화재를 빠른 시간 내에 진압할 수 있는 새로운 기술이 빨리 개발되어야 합니다.,4.0,https://www.clien.net/service/board/park/17775100?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=5&sort=recency&boardCd=&isBoard=false,Groizer,13088,2022-12-10 22:01:12,,clien
17766788,영주에서 전기차 화재사고 안타깝네요.,늘 배터리가 안전할까 의구심이 들었었습니다.기사님 고인의 명복을 빕니다.너무 끔찍하게 빠져나오지 못하셨네요.오늘 저녁 뉴스데스크에도 보도 나올거 같아요.,8.0,https://www.clien.net/service/board/park/17766788?combine=true&q=%EC%BD%94%EB%82%98+%ED%99%94%EC%9E%AC&p=5&sort=recency&boardCd=&isBoard=false,오르테가,16942,2022-12-07 07:40:31,,clien
