"post_id","cmt_content","cmt_author","cmt_created_at"
"Moderate","왜 코나만.. 설계 결함 아닐까요","15311544","2020-08-25 14:46:52"
"MDEASY","헐...그냥 가만히 있는데 화재가 난거에요?? 왜그러지;;;","15311544","2020-08-25 14:47:09"
"이순신님","헐 같은차 몰고 있는데 겁나네요 ㅜㅜ 저게 이번에 리콜은 아니고 무상수리한다는 통보를 받았는데요. 주차중에 배터리 관리할수 있는 시스템을 업데이트 한다고 했는데 아마 이것과 관련이 있지 않나 싶네요.","15311544","2020-08-25 14:48:00"
"하리~","코나 화재 게시물은 등록되면 얼마 안되서 삭제되는 특징이 있죠..","15311544","2020-08-25 14:48:09"
"jjugi","이정도면 정말 설계결함;;","15311544","2020-08-25 14:48:59"
"난지도","bmw 화재는 빼놓지 않고 뉴스로 우려먹는데...","15311544","2020-08-25 14:50:28"
"wireless","팔린대수 대비 좀 많네요 뭘까요?","15311544","2020-08-25 14:51:41"
"텍사스데브그루","전기차 기술 중에 가장 핵심이 한정된 차량의 면적에서 얼마나 많이 전지의 발열을 냉각시켜줄 수 있는지가 가장 큰 핵심기술이라고 하던데 맞나요? 그러면 지금 저렇게 시판되는 차량이 화재가 나는 경우는 전기차의 기본도 안따라간다는 의미로 뿐이 해석이 안되는거 같아요..","15311544","2020-08-25 14:52:06"
"waps","@텍사스데브그루님 아니요 전혀","15311544","2020-08-25 14:59:03"
"텍사스데브그루","@waps님 전혀 아니라고는 힘들거같아요. 배터리의 열관리 시스템의 성능이 좋아야지 안그러면 충전의 시간단축 성능도 떨어지고 방전에서 생기는 발열에서 전체 시스템 효율이나 내구성이 떨어지기 때문에요. 화재가 나는 이유도 아예 관련이 없다고는 말하기가 어렵죠.","15311544","2020-08-25 15:50:16"
"waps","@텍사스데브그루님 밧데리에 열관리 라니요..","15311544","2020-08-25 17:17:49"
"욱짜2","현대의 기술력 ㄷㄷ","15311544","2020-08-25 14:52:07"
"지구야힘내","10대나 ㄷㄷ","15311544","2020-08-25 14:54:17"
"참치Jr.","저는 니로EV인데 이건 아직 화재소식 없죠?","15311544","2020-08-25 14:55:31"
"-PSY-","@행복한마구로se님 니로는 코나보다 설계상 타이트하진 않아서 그럴일이 없을듯 합니다.","15311544","2020-08-25 15:01:59"
"폭풍의눈","흠 현기 주식 팔아야 할려나요","15311544","2020-08-25 15:00:11"
"dolbuda","전기차 별로. 화재 건수 나오는 통계는 없나요?","15311544","2020-08-25 15:13:32"
"A5SB","코나 EV 무섭네요 ;;","15311399","2020-08-25 14:05:50"
"솔로맥","@A5SB님 화재사실 가리기 급급...","15311399","2020-08-25 14:06:46"
"prios","코나, 불나? 또나..","15311399","2020-08-25 14:06:52"
"솔로맥","@prios님 지속적으로 화재 발생하네요. 아직 문제해결 되지 않은 진행형이라는 것이 더 불안...","15311399","2020-08-25 14:13:53"
"안경뺀라이언","해외 코나EV도 이렇게 화재가 많이 발생하는지 궁금하네요","15311399","2020-08-25 14:07:04"
"솔로맥","@안경쓴라이언님 위 리스트가 해외사례까지 포함되어 있으니... 저것이 전체일 것 같습니다. 우리가 여러 매체에서 얻을 수 있는 데이터...","15311399","2020-08-25 14:14:55"
"안경뺀라이언","@솔로맥님 아! 캐나다가 있네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 볼트EV도 LG배터리 쓰는걸로 알고있는데 코나만 불타네요 결국 코나EV 설계문제겠네요 그럼","15311399","2020-08-25 15:21:25"
"Kitsune","아파트에 코나ev가 몇대 있는데... 솔직히 그 옆에 주차하기 좀 겁납니다","15311399","2020-08-25 14:07:09"
"솔로맥","@Kitsune님 좀 꺼려지는 점이 있기는 해요.","15311399","2020-08-25 14:15:19"
"아잉","네이버 전기차동호회 카페(회원수1등)에서 그냥 현대관련된건 다 지워버리는데..웃기더군요..","15311399","2020-08-25 14:07:21"
"파랑덕후","@아잉님 전기차 동호회 까페인데 코나 화재글은 광삭당하고 테슬라 까는 기사는 남겨두는 ㅋㅋㅋㅋ","15311399","2020-08-25 14:08:33"
"솔로맥","@아잉님 병적으로 삭제해요. 어떻게 다른 글의 댓글까지 찾아내서 삭제하더군요. 그냥 합리적 의심이 갑니다.","15311399","2020-08-25 14:16:00"
"솔로맥","@아잉님 이번글도 얼마나 남아있고 또 언급되는 것을 얼마나 삭제할런지.....","15311399","2020-08-25 14:16:27"
"프로미스나인","@아잉님 글 삭제, 댓글삭제 , 강퇴 다하더라구요 ㅋㅋㅋ 찬양글밖에 못올리는곳 ㅋㅋ","15311399","2020-08-25 16:36:24"
"kgican","기사 딱 1번봤는데 ㄷㄷㄷ 캐나다 오스트리아 ㄷㄷㄷ 저기서도 빼애애애액 시전하나요?","15311399","2020-08-25 14:07:33"
"솔로맥","@Redmayne님 그동안 현대차가 하던 방식일 겁니다. 그래야 더 싸게 이미지 좋게 해결되니까요. 법정공방까지 가봐야 좋을 것이 없거든요. KBS는 테슬라만 까지 말고 불자동차 코나EV도 취재해야 할 듯...","15311399","2020-08-25 14:17:44"
"비올","니로ev 또한 10대씩 불나거나 하지는 않겠죠?","15311399","2020-08-25 14:08:01"
